fir_case_number,accused_full_name,role
KAR/BID/2024/1936,Ekbal Merchant,Accomplice
KAR/BID/2024/2012,Laksh Sengupta,Co-conspirator
KAR/MAN/2024/0875,Jairaj Borde,Primary Suspect
KAR/BEN/2024/0319,Nitesh Andra,Accomplice
KAR/BEN/2024/2191,Zayan Prashad,Co-conspirator
KAR/KOP/2024/2100,Wriddhish Mittal,Co-conspirator
KAR/BEN/2024/0426,Chatura Kota,Co-conspirator
KAR/KAL/2024/0064,Nitesh Venkataraman,Co-conspirator
KAR/MAN/2024/2395,Ayaan Karan,Co-conspirator
KAR/BEN/2024/1469,Jagrati Kulkarni,Primary Suspect
KAR/BEL/2024/1913,Gagan Tara,Accomplice
KAR/BEN/2024/2054,Rachit Bandi,Primary Suspect
KAR/UDU/2024/1351,Xavier Subramanian,Primary Suspect
KAR/BEN/2024/1186,Ryan Deo,Accomplice
KAR/BID/2024/1041,Isha Tandon,Primary Suspect
KAR/BEN/2024/2051,Abdul Tara,Accomplice
KAR/BEL/2024/0585,Karan Patil,Co-conspirator
KAR/CHI/2024/2208,Vincent Nair,Co-conspirator
KAR/BEN/2024/1670,Vincent Gole,Primary Suspect
KAR/BID/2024/2278,Yuvraj Dixit,Co-conspirator
KAR/BEN/2024/0438,Zayyan Bora,Accomplice
KAR/HUB/2024/0940,Joshua Karan,Accomplice
KAR/SHI/2024/2373,Vincent Dhaliwal,Co-conspirator
KAR/TUM/2024/2165,Rishi Rege,Primary Suspect
KAR/CHI/2024/1031,Vansha Dhingra,Accomplice
KAR/BEN/2024/0575,Vyanjana Kunda,Accomplice
KAR/BEN/2024/1116,Agastya Ratti,Primary Suspect
KAR/KAL/2024/1835,Jalsa Lad,Primary Suspect
KAR/BEN/2024/0101,Deepa Manda,Primary Suspect
KAR/SHI/2024/0239,Fitan Kade,Accomplice
KAR/TUM/2024/0564,Advaith Sibal,Accomplice
KAR/BAL/2024/0242,Ekbal Behl,Primary Suspect
KAR/RAI/2024/0915,Abdul Nair,Accomplice
KAR/VIJ/2024/0220,Tanay Merchant,Primary Suspect
KAR/HAS/2024/1746,Nathaniel Das,Accomplice
KAR/TUM/2024/0161,Ekbal Agarwal,Primary Suspect
KAR/BEN/2024/0844,Amol Baria,Primary Suspect
KAR/BEN/2024/2311,Zilmil Garde,Accomplice
KAR/BID/2024/0941,Bhavini Dhingra,Co-conspirator
KAR/SHI/2024/0499,Karan Gopal,Co-conspirator
KAR/KAL/2024/2352,Arjun Gara,Accomplice
KAR/BEN/2024/1294,Forum Nayar,Primary Suspect
KAR/MYS/2024/0513,Krisha Karan,Co-conspirator
KAR/BEN/2024/0722,Vanya Madan,Co-conspirator
KAR/HUB/2024/0940,Rushil Virk,Primary Suspect
KAR/BEN/2024/2314,Forum Nayar,Accomplice
KAR/CHI/2024/1643,Viraj Samra,Accomplice
KAR/BEN/2024/1517,Nitara Savant,Co-conspirator
KAR/BEN/2024/1507,Zansi Suresh,Accomplice
KAR/BEN/2024/1349,Naksh Mitra,Primary Suspect
KAR/MAN/2024/0983,Pranav Amble,Accomplice
KAR/BEL/2024/1477,Manan Jani,Accomplice
KAR/KAL/2024/0064,Agastya Krishnan,Co-conspirator
KAR/BAL/2024/1770,William Parikh,Accomplice
KAR/BEN/2024/1122,Azaan Sule,Primary Suspect
KAR/BID/2024/0110,Ojasvi Bhatti,Accomplice
KAR/BEN/2024/0366,Max Modi,Co-conspirator
KAR/KAL/2024/1920,Ojas Dave,Co-conspirator
KAR/HAS/2024/1852,Ikbal Mohanty,Co-conspirator
KAR/BEN/2024/0930,Mohammed Ray,Co-conspirator
KAR/KOL/2024/1584,Dhriti Randhawa,Accomplice
KAR/BEN/2024/0722,Falan Rau,Accomplice
KAR/MYS/2024/0872,Fitan Basak,Primary Suspect
KAR/DAV/2024/2111,Mohammed Biswas,Accomplice
KAR/BEN/2024/0699,Banjeet Bal,Accomplice
KAR/BEN/2024/2363,Zashil Swamy,Co-conspirator
KAR/TUM/2024/0011,Ethan Karnik,Co-conspirator
KAR/BEN/2024/1992,Mason Tara,Co-conspirator
KAR/BEN/2024/1818,Ryan Deo,Co-conspirator
KAR/BEN/2024/1811,Wriddhish Prasad,Accomplice
KAR/HUB/2024/2488,Wahab Mangal,Co-conspirator
KAR/BEN/2024/1663,Ansh Bali,Primary Suspect
KAR/MYS/2024/0215,Arya Grover,Primary Suspect
KAR/BEN/2024/0716,Baljiwan Tailor,Co-conspirator
KAR/MAN/2024/1066,Samarth Sachar,Primary Suspect
KAR/VIJ/2024/0441,Nilima Mahal,Co-conspirator
KAR/BEN/2024/0699,Jagrati Murthy,Primary Suspect
KAR/BID/2024/1080,Guneet Oza,Accomplice
KAR/RAI/2024/1959,Shivansh Dubey,Primary Suspect
KAR/SHI/2024/1787,Gaurav Comar,Primary Suspect
KAR/BEN/2024/0847,Amol Guha,Primary Suspect
KAR/BEN/2024/0102,Agastya Kashyap,Co-conspirator
KAR/BEN/2024/1218,Chatresh Mand,Accomplice
KAR/BEN/2024/0949,Tristan Handa,Accomplice
KAR/BAL/2024/1229,Warjas Mitra,Accomplice
KAR/RAI/2024/2494,Devika Srivastava,Primary Suspect
KAR/KOP/2024/1168,Ekbal Sem,Accomplice
KAR/SHI/2024/0865,Nidhi Goel,Primary Suspect
KAR/MYS/2024/0080,Shivansh Kala,Accomplice
KAR/RAI/2024/0674,Warjas Narasimhan,Primary Suspect
KAR/BAL/2024/2403,Bahadurjit Padmanabhan,Accomplice
KAR/HAS/2024/2483,Jagvi Misra,Primary Suspect
KAR/BEN/2024/2479,Yatin Amble,Accomplice
KAR/BEN/2024/0793,Vritti Handa,Co-conspirator
KAR/BEN/2024/1361,Aarnav Manne,Primary Suspect
KAR/HAS/2024/2345,Laksh Choudhry,Accomplice
KAR/BEN/2024/1807,Mahika Bhagat,Primary Suspect
KAR/BEN/2024/1738,Mugdha Lall,Primary Suspect
KAR/MYS/2024/2476,Advik Menon,Primary Suspect
KAR/BEN/2024/1802,Ayush Swamy,Primary Suspect
KAR/BEN/2024/1892,Anirudh Singh,Co-conspirator
KAR/BEN/2024/2401,Ronith Raval,Primary Suspect
KAR/BEN/2024/0177,Jhalak Goswami,Accomplice
KAR/MAN/2024/1009,Jairaj Sethi,Co-conspirator
KAR/MAN/2024/2238,Hemangini Amble,Accomplice
KAR/BAL/2024/2130,George Ravel,Accomplice
KAR/RAI/2024/1858,Sai Balay,Accomplice
KAR/BID/2024/0964,Arin Thaman,Co-conspirator
KAR/RAI/2024/0231,Zehaan Raja,Accomplice
KAR/BEN/2024/0790,Imaran Thakkar,Primary Suspect
KAR/BEN/2024/0197,Isaac Pillai,Accomplice
KAR/BEN/2024/0014,Ethan Karnik,Co-conspirator
KAR/RAI/2024/0571,Bhavna Rai,Co-conspirator
KAR/CHI/2024/1262,Upadhriti Ramaswamy,Co-conspirator
KAR/BEN/2024/1998,Ekapad Hegde,Accomplice
KAR/HAS/2024/0676,Azaan Date,Primary Suspect
KAR/BEN/2024/2477,Girik Raman,Primary Suspect
KAR/BEN/2024/1444,Manthan Palla,Primary Suspect
KAR/HAS/2024/0819,Lakshit Dayal,Co-conspirator
KAR/BEN/2024/0722,Jeet Dutt,Co-conspirator
KAR/BID/2024/2453,Ekbal Sem,Primary Suspect
KAR/KOL/2024/1308,Daksh Sachdeva,Accomplice
KAR/BEN/2024/0454,Raghav Deshpande,Primary Suspect
KAR/KAL/2024/0295,Ishwar Chopra,Accomplice
KAR/HAS/2024/0895,Nakul Kashyap,Primary Suspect
KAR/BID/2024/1321,Krish Date,Accomplice
KAR/BEN/2024/0562,Harshil Shukla,Primary Suspect
KAR/BEN/2024/1323,Azad Issac,Co-conspirator
KAR/BEN/2024/0711,Balveer Basu,Accomplice
KAR/MYS/2024/0703,Champak Ramanathan,Accomplice
KAR/BID/2024/0457,Vidhi Hari,Co-conspirator
KAR/TUM/2024/0680,Chakradev Vora,Primary Suspect
KAR/DAV/2024/2288,Thomas Minhas,Primary Suspect
KAR/KAL/2024/1012,Oni Agate,Co-conspirator
KAR/BEN/2024/1272,Ayaan Sarma,Accomplice
KAR/SHI/2024/0499,Nidhi Mann,Co-conspirator
KAR/BEN/2024/0240,Manthan Rajagopal,Primary Suspect
KAR/HAS/2024/1508,Rayaan Bhargava,Co-conspirator
KAR/BEN/2024/0822,Kabir Yogi,Accomplice
KAR/BEN/2024/0769,Hritik Thaman,Co-conspirator
KAR/MAN/2024/0006,Falan Kalita,Accomplice
KAR/RAI/2024/1985,Rohan Dixit,Co-conspirator
KAR/BAL/2024/1917,Siddharth Varty,Primary Suspect
KAR/BEN/2024/1131,Max Mital,Primary Suspect
KAR/MYS/2024/2129,Zaid Mann,Co-conspirator
KAR/BEN/2024/1712,Hitesh Vyas,Co-conspirator
KAR/BEN/2024/2040,Tanay Bhatia,Accomplice
KAR/BEN/2024/2421,Hitesh Vyas,Accomplice
KAR/TUM/2024/0788,Ranveer Wadhwa,Accomplice
KAR/MYS/2024/2323,Idika Lalla,Primary Suspect
KAR/RAI/2024/2122,Oscar Lall,Accomplice
KAR/BEN/2024/0637,Brinda More,Co-conspirator
KAR/BEN/2024/1124,Sachi Rajagopalan,Primary Suspect
KAR/TUM/2024/1023,Chakradev Khatri,Co-conspirator
KAR/MYS/2024/2129,Naksh Mitra,Primary Suspect
KAR/SHI/2024/0044,Vasana De,Primary Suspect
KAR/HAS/2024/2274,Triya Bajwa,Primary Suspect
KAR/HAS/2024/2450,Chakradhar Bandi,Accomplice
KAR/SHI/2024/1171,Gavin Wali,Accomplice
KAR/UDU/2024/2196,Neel Sheth,Primary Suspect
KAR/BEN/2024/2363,Daksh Agrawal,Primary Suspect
KAR/BAL/2024/1860,Pratyush Sarna,Accomplice
KAR/BEN/2024/1456,Finn Srinivas,Accomplice
KAR/BAL/2024/1860,Jairaj Nagar,Accomplice
KAR/HAS/2024/1470,Samesh Tank,Co-conspirator
KAR/KOL/2024/0427,Maanav Bhalla,Primary Suspect
KAR/SHI/2024/0211,Samuel Kuruvilla,Co-conspirator
KAR/SHI/2024/2025,Zayan Sha,Accomplice
KAR/KOL/2024/2396,Maanas Lata,Accomplice
KAR/RAI/2024/1520,Zashil Dayal,Primary Suspect
KAR/BEN/2024/0930,Kiaan Edwin,Accomplice
KAR/RAI/2024/2034,Manthan Palan,Accomplice
KAR/TUM/2024/1573,Maanav Mukherjee,Primary Suspect
KAR/BEN/2024/0975,Yatin Sidhu,Primary Suspect
KAR/BEN/2024/1612,Pranav Khurana,Primary Suspect
KAR/BEL/2024/1443,Guneet Kakar,Co-conspirator
KAR/BEN/2024/1871,Om Majumdar,Co-conspirator
KAR/MAN/2024/0153,Theodore Lal,Co-conspirator
KAR/BEN/2024/1272,Frederick Cheema,Accomplice
KAR/BEN/2024/0961,Chandresh Sekhon,Primary Suspect
KAR/BEN/2024/1131,Agastya Zachariah,Co-conspirator
KAR/BEN/2024/1173,Aditya Guha,Primary Suspect
KAR/KAL/2024/1330,Neelima Aggarwal,Accomplice
KAR/CHI/2024/0628,Victor Sarna,Primary Suspect
KAR/BEN/2024/0010,Chaitaly Mitter,Accomplice
KAR/RAI/2024/1959,Laban Bhatia,Accomplice
KAR/VIJ/2024/0289,Jagvi Sachdev,Primary Suspect
KAR/BEN/2024/1239,Saksham Dutt,Primary Suspect
KAR/RAI/2024/1781,Wyatt Mutti,Co-conspirator
KAR/TUM/2024/2026,Qarin Nayar,Co-conspirator
KAR/BEN/2024/0795,Janani Bassi,Primary Suspect
KAR/BEN/2024/1621,Damini Deep,Primary Suspect
KAR/SHI/2024/0584,Veer Varughese,Co-conspirator
KAR/BAL/2024/2079,Naveen Salvi,Primary Suspect
KAR/VIJ/2024/2315,Ayushman Roy,Primary Suspect
KAR/KAL/2024/0727,Zayan Balay,Primary Suspect
KAR/BAL/2024/2130,Laban Iyengar,Primary Suspect
KAR/BID/2024/2425,Vedant Raghavan,Co-conspirator
KAR/SHI/2024/2289,Ranveer Parmer,Accomplice
KAR/CHI/2024/1158,Michael Chadha,Co-conspirator
KAR/BEN/2024/2147,Fiyaz Soman,Primary Suspect
KAR/BEN/2024/0140,Aarna Som,Accomplice
KAR/BEN/2024/0829,Ekalinga Dar,Accomplice
KAR/BAL/2024/0286,Praneel Kale,Accomplice
KAR/BEN/2024/1842,Advik Menon,Co-conspirator
KAR/VIJ/2024/2457,Maanas Varughese,Co-conspirator
KAR/RAI/2024/1667,Pranit Rau,Primary Suspect
KAR/MAN/2024/2238,Nachiket Khosla,Primary Suspect
KAR/UDU/2024/0017,Chandresh Kala,Co-conspirator
KAR/BID/2024/1816,Maanav Gopal,Accomplice
KAR/CHI/2024/0851,Brijesh Mitter,Accomplice
KAR/HAS/2024/2450,Naveen Sur,Co-conspirator
KAR/KOP/2024/2291,Dakshesh Jayaraman,Primary Suspect
KAR/HUB/2024/2287,Faras Dubey,Co-conspirator
KAR/MAN/2024/1314,Tanay Balan,Accomplice
KAR/VIJ/2024/2461,Rushil Sridhar,Accomplice
KAR/MYS/2024/1848,Yahvi Batta,Co-conspirator
KAR/MAN/2024/1566,Teerth Saran,Accomplice
KAR/BEN/2024/1214,Rachit Keer,Primary Suspect
KAR/TUM/2024/0378,Aarnav Thakur,Co-conspirator
KAR/BID/2024/2425,Abdul Narain,Accomplice
KAR/HAS/2024/0335,Kalpit Bhatia,Primary Suspect
KAR/RAI/2024/1606,Anay Chawla,Primary Suspect
KAR/HAS/2024/0978,Yagnesh Tiwari,Accomplice
KAR/TUM/2024/0626,Ekapad Menon,Co-conspirator
KAR/TUM/2024/0458,Chakrika Som,Accomplice
KAR/BEN/2024/1663,Siya Pathak,Co-conspirator
KAR/BEN/2024/1963,Laban Bhatia,Accomplice
KAR/KOP/2024/1775,Pranit Tata,Co-conspirator
KAR/BEN/2024/0365,Wishi Mangat,Co-conspirator
KAR/MYS/2024/2323,Ekbal Agarwal,Co-conspirator
KAR/KOP/2024/0718,Falan Karpe,Co-conspirator
KAR/BEN/2024/0663,Hardik Dalal,Primary Suspect
KAR/MYS/2024/1288,Widisha More,Primary Suspect
KAR/VIJ/2024/0970,Samesh Deol,Primary Suspect
KAR/BEN/2024/1307,Xalak Bath,Primary Suspect
KAR/BEN/2024/2003,Agastya Krishnan,Primary Suspect
KAR/MAN/2024/1814,Chaitaly Mitter,Co-conspirator
KAR/UDU/2024/1778,Yash Bir,Co-conspirator
KAR/BEN/2024/2258,Ekiya Kannan,Co-conspirator
KAR/MAN/2024/0246,Kai Cherian,Primary Suspect
KAR/CHI/2024/0682,Naksh Dube,Accomplice
KAR/CHI/2024/1084,Ayaan Karan,Primary Suspect
KAR/DAV/2024/1251,Gaurang Dugal,Primary Suspect
KAR/BEN/2024/1724,Zehaan Bava,Accomplice
KAR/DAV/2024/0268,Ryan Deo,Co-conspirator
KAR/BEN/2024/1455,Tarak Keer,Primary Suspect
KAR/BID/2024/1428,Agastya Zachariah,Accomplice
KAR/BEN/2024/2044,Tejas Sani,Co-conspirator
KAR/MAN/2024/1524,Manya Mangal,Co-conspirator
KAR/BEN/2024/1250,Umang Karpe,Co-conspirator
KAR/RAI/2024/0515,Lucky Chana,Co-conspirator
KAR/BEN/2024/2393,Kai Suri,Primary Suspect
KAR/HUB/2024/0168,Anmol Handa,Accomplice
KAR/KAL/2024/2352,Gaurav Goda,Co-conspirator
KAR/SHI/2024/0560,Triveni Choudhury,Accomplice
KAR/VIJ/2024/1693,Falak Lad,Accomplice
KAR/BEN/2024/1035,Harsh Datta,Accomplice
KAR/BEN/2024/0935,Amruta Ahuja,Co-conspirator
KAR/KAL/2024/0295,Ekalinga Chana,Co-conspirator
KAR/BEN/2024/1219,Isaac Lad,Accomplice
KAR/CHI/2024/1099,Manthan Gandhi,Primary Suspect
KAR/BEN/2024/0140,Krishna Bedi,Primary Suspect
KAR/KOP/2024/0186,Anjali Kapur,Co-conspirator
KAR/UDU/2024/2182,Saksham Deol,Primary Suspect
KAR/UDU/2024/1766,Imaran Thakkar,Primary Suspect
KAR/HAS/2024/1699,Raksha Mistry,Primary Suspect
KAR/BEN/2024/2445,Varsha Shukla,Accomplice
KAR/KOL/2024/2189,Ekaraj Yohannan,Accomplice
KAR/UDU/2024/2387,Hemang Dani,Co-conspirator
KAR/BEN/2024/0425,Balveer Konda,Accomplice
KAR/BEN/2024/0981,Chakradev Tripathi,Primary Suspect
KAR/BEN/2024/0028,Rishi Tank,Co-conspirator
KAR/VIJ/2024/2410,Yuvraj Padmanabhan,Primary Suspect
KAR/KOL/2024/0746,Yashodhara Roy,Primary Suspect
KAR/BEN/2024/2421,Kritika Comar,Co-conspirator
KAR/TUM/2024/1732,Oliver Bhat,Accomplice
KAR/BEN/2024/2402,Siddharth Khosla,Co-conspirator
KAR/HUB/2024/0921,Naveen Nigam,Co-conspirator
KAR/RAI/2024/1650,Ranveer Barad,Accomplice
KAR/BEN/2024/0054,Peter Sabharwal,Primary Suspect
KAR/SHI/2024/1727,Oni Acharya,Primary Suspect
KAR/BEN/2024/0191,Theodore Dewan,Primary Suspect
KAR/BEN/2024/0911,Balendra Mital,Co-conspirator
KAR/MAN/2024/0344,George Minhas,Co-conspirator
KAR/BEN/2024/0169,Samar Palla,Accomplice
KAR/BEN/2024/1104,Theodore Magar,Accomplice
KAR/BEN/2024/1280,Qasim Sharma,Primary Suspect
KAR/HUB/2024/2287,Jeet Sampath,Co-conspirator
KAR/TUM/2024/1979,Champak Ramanathan,Co-conspirator
KAR/KAL/2024/2318,Yatin Lalla,Accomplice
KAR/KOL/2024/0713,Warjas Shere,Primary Suspect
KAR/BEN/2024/1623,Rishi Rege,Co-conspirator
KAR/KOP/2024/0719,Chandani Parmer,Co-conspirator
KAR/MYS/2024/1048,Zaid Prabhakar,Accomplice
KAR/KOP/2024/1230,Ekansh Andra,Accomplice
KAR/RAI/2024/1543,Rishi Sodhi,Accomplice
KAR/BEN/2024/1455,Theodore Datta,Primary Suspect
KAR/UDU/2024/0124,Kabir Bhat,Primary Suspect
KAR/BID/2024/2126,Tanish More,Co-conspirator
KAR/TUM/2024/0309,Ranbir Bhargava,Primary Suspect
KAR/BEN/2024/1927,Quincy Warrior,Accomplice
KAR/TUM/2024/0886,Raghav Deshpande,Co-conspirator
KAR/DAV/2024/0105,Reyansh Pradhan,Primary Suspect
KAR/MYS/2024/0860,Daniel Kale,Accomplice
KAR/BEN/2024/0113,Nihal Gera,Accomplice
KAR/BEN/2024/2008,Faqid Comar,Accomplice
KAR/TUM/2024/1458,Sanya Bhargava,Co-conspirator
KAR/VIJ/2024/1694,Faraj Saxena,Accomplice
KAR/DAV/2024/0058,Om Jayaraman,Primary Suspect
KAR/BEN/2024/0832,Chatresh Kota,Primary Suspect
KAR/KAL/2024/1117,Michael Ghosh,Accomplice
KAR/UDU/2024/0623,Bhavini Dhingra,Primary Suspect
KAR/BEN/2024/0800,Krish Krishnan,Co-conspirator
KAR/BEN/2024/0897,Hritik Mitra,Primary Suspect
KAR/TUM/2024/1679,Dev Patla,Primary Suspect
KAR/BEN/2024/0495,Arunima Pillay,Co-conspirator
KAR/BEN/2024/0113,Vincent Nair,Co-conspirator
KAR/BEN/2024/1907,Vincent Dhaliwal,Accomplice
KAR/RAI/2024/0605,Rachana Choudhury,Co-conspirator
KAR/MAN/2024/0147,Aadi Bail,Co-conspirator
KAR/KOL/2024/0070,Yashoda Khalsa,Accomplice
KAR/VIJ/2024/2378,Rajata Hari,Accomplice
KAR/RAI/2024/2192,Aarush Tata,Primary Suspect
KAR/DAV/2024/1004,Harsh Deep,Co-conspirator
KAR/BEN/2024/0030,Simon Chakrabarti,Accomplice
KAR/BEN/2024/0307,Yuvraj Subramanian,Accomplice
KAR/BEN/2024/0236,Krish Krishnan,Co-conspirator
KAR/HUB/2024/1761,Advaith Bansal,Co-conspirator
KAR/BEL/2024/1477,Vaishnavi Sabharwal,Co-conspirator
KAR/BEL/2024/2030,Samuel Chandran,Co-conspirator
KAR/RAI/2024/1767,Samuel Chander,Co-conspirator
KAR/BEN/2024/0913,Dominic Johal,Co-conspirator
KAR/BEN/2024/1239,Aarnav Mannan,Accomplice
KAR/BEN/2024/1217,Utkarsh Bail,Accomplice
KAR/KOP/2024/1749,Sanya Agarwal,Accomplice
KAR/MAN/2024/2127,Finn Manda,Primary Suspect
KAR/MAN/2024/1918,Radhika Ghosh,Accomplice
KAR/BAL/2024/1590,Harsh Suri,Accomplice
KAR/HAS/2024/1492,Samar Gill,Accomplice
KAR/KOP/2024/1427,Yasti Garde,Accomplice
KAR/BEN/2024/2001,William Dhar,Primary Suspect
KAR/BEN/2024/0391,Samuel Chadha,Co-conspirator
KAR/KAL/2024/1419,Leela Padmanabhan,Co-conspirator
KAR/TUM/2024/0293,Hitesh Sant,Accomplice
KAR/MYS/2024/0485,Nilima Mahal,Accomplice
KAR/BID/2024/0941,Christopher Kade,Co-conspirator
KAR/UDU/2024/2366,Theodore Dada,Co-conspirator
KAR/MAN/2024/1751,Pranit Chahal,Co-conspirator
KAR/RAI/2024/0729,Benjamin Vora,Co-conspirator
KAR/CHI/2024/0762,Harrison Kota,Co-conspirator
KAR/SHI/2024/2179,Dev Patla,Co-conspirator
KAR/BID/2024/1784,Ekapad Behl,Co-conspirator
KAR/BEN/2024/0871,Yamini Pandit,Accomplice
KAR/HUB/2024/2488,Xavier Thakur,Accomplice
KAR/BEN/2024/2306,Peter Aggarwal,Accomplice
KAR/DAV/2024/1457,Jonathan Pall,Co-conspirator
KAR/KAL/2024/0508,Meghana Panchal,Primary Suspect
KAR/BEN/2024/1022,Balveer Golla,Primary Suspect
KAR/BEN/2024/2348,Oliver Chaudhary,Primary Suspect
KAR/HAS/2024/1232,Vincent Palla,Accomplice
KAR/VIJ/2024/2410,Jairaj Goel,Primary Suspect
KAR/BAL/2024/2280,Anirudh Thaman,Primary Suspect
KAR/DAV/2024/1140,Rachit Keer,Primary Suspect
KAR/MAN/2024/2020,Tarak Palla,Accomplice
KAR/HUB/2024/0404,Jack Gill,Primary Suspect
KAR/BEL/2024/1595,Gopal Sarin,Primary Suspect
KAR/BEN/2024/2176,Pranit Sankar,Primary Suspect
KAR/BEN/2024/1147,Hemang Dani,Primary Suspect
KAR/TUM/2024/2229,Anirudh Singh,Co-conspirator
KAR/BEL/2024/1018,Gaurika Setty,Co-conspirator
KAR/HAS/2024/0424,Amol Warrior,Accomplice
KAR/BID/2024/0219,Advika Agrawal,Primary Suspect
KAR/MYS/2024/2081,Parth Thaman,Co-conspirator
KAR/BEN/2024/0688,Arya Bose,Co-conspirator
KAR/BEN/2024/0050,Devika Srivastava,Accomplice
KAR/BEN/2024/0076,Frado Pradhan,Primary Suspect
KAR/BEN/2024/1927,Jasmit Minhas,Primary Suspect
KAR/KAL/2024/1419,Neel Hans,Accomplice
KAR/BEN/2024/1489,Pranav Devan,Accomplice
KAR/KAL/2024/0295,Shivansh Patil,Accomplice
KAR/DAV/2024/1708,Luke Dara,Primary Suspect
KAR/BEN/2024/2209,Fariq Gaba,Accomplice
KAR/BEN/2024/1572,Theodore Cherian,Co-conspirator
KAR/HUB/2024/0168,Isaiah Sandal,Primary Suspect
KAR/BEN/2024/2443,Girish Raman,Primary Suspect
KAR/MYS/2024/1729,Advay Sidhu,Co-conspirator
KAR/RAI/2024/0245,Victor Baral,Primary Suspect
KAR/BEN/2024/1378,Neel Hans,Primary Suspect
KAR/MAN/2024/1751,Tanveer Bumb,Co-conspirator
KAR/RAI/2024/1315,Bimala Dhillon,Co-conspirator
KAR/BEN/2024/1312,Timothy Kapoor,Co-conspirator
KAR/MAN/2024/2428,Yatin Deep,Accomplice
KAR/UDU/2024/0194,Faqid Bandi,Co-conspirator
KAR/MAN/2024/1918,Balveer Konda,Primary Suspect
KAR/BEN/2024/1313,Fiyaz Borra,Co-conspirator
KAR/BEN/2024/1164,Oliver Sharaf,Co-conspirator
KAR/BEN/2024/0364,Forum Khanna,Primary Suspect
KAR/BID/2024/0782,Abhiram Chakraborty,Accomplice
KAR/VIJ/2024/0392,Yash Samra,Primary Suspect
KAR/BEL/2024/1837,Jason Patil,Accomplice
KAR/BEN/2024/0948,Praneel Wason,Accomplice
KAR/BEL/2024/1722,Caleb Thakur,Accomplice
KAR/MAN/2024/0246,Ekalinga Goyal,Co-conspirator
KAR/UDU/2024/2196,Aayush Pai,Accomplice
KAR/MYS/2024/0758,Manbir Borde,Accomplice
KAR/KOL/2024/1613,Omisha Sachar,Accomplice
KAR/MAN/2024/1672,Rushil Virk,Primary Suspect
KAR/BID/2024/1740,Omkaar Barad,Primary Suspect
KAR/MYS/2024/0260,Tamanna Khare,Accomplice
KAR/HUB/2024/2188,Dhruv Sheth,Primary Suspect
KAR/MAN/2024/1038,Jack Thaman,Primary Suspect
KAR/SHI/2024/0903,Dominic Murthy,Co-conspirator
KAR/BID/2024/2237,Chakradev Tripathi,Co-conspirator
KAR/KAL/2024/1000,Yashawini Sharaf,Co-conspirator
KAR/RAI/2024/0571,Faqid Venkatesh,Accomplice
KAR/UDU/2024/1195,Hritik Bansal,Co-conspirator
KAR/BEN/2024/0722,Tanay Arya,Co-conspirator
KAR/BEN/2024/1705,Brijesh Minhas,Primary Suspect
KAR/HAS/2024/1896,Abeer Madan,Accomplice
KAR/BEN/2024/0389,Reyansh Devi,Accomplice
KAR/BEN/2024/1680,Akshay Thaman,Co-conspirator
KAR/BEN/2024/1711,Upkaar Saha,Co-conspirator
KAR/MYS/2024/1848,Ekapad Dhaliwal,Co-conspirator
KAR/SHI/2024/1804,Wriddhish Golla,Accomplice
KAR/BEN/2024/1081,Manbir Jha,Accomplice
KAR/HAS/2024/0114,Indali Gulati,Accomplice
KAR/KAL/2024/2221,Mason Sharma,Primary Suspect
KAR/SHI/2024/2066,Maanav Dhaliwal,Primary Suspect
KAR/BEN/2024/0795,Balhaar Parikh,Accomplice
KAR/SHI/2024/0084,Anirudh Nagi,Accomplice
KAR/MYS/2024/0728,Upkaar Viswanathan,Accomplice
KAR/BEN/2024/1802,Wyatt Malhotra,Accomplice
KAR/KOP/2024/1299,Theodore Deshpande,Co-conspirator
KAR/BEN/2024/1825,Ranbir Tata,Primary Suspect
KAR/KOL/2024/0603,Chameli Sampath,Primary Suspect
KAR/RAI/2024/0574,Wriddhish Raval,Accomplice
KAR/MAN/2024/2020,Victor Bumb,Primary Suspect
KAR/KOL/2024/0838,Yatin Sidhu,Co-conspirator
KAR/SHI/2024/1571,Omisha Sachar,Co-conspirator
KAR/BEN/2024/0795,Saksham Goel,Co-conspirator
KAR/MYS/2024/0482,Madhav Shanker,Co-conspirator
KAR/UDU/2024/1867,Matthew Mannan,Primary Suspect
KAR/BEN/2024/0849,Guneet Bahri,Primary Suspect
KAR/MYS/2024/0912,George Dewan,Primary Suspect
KAR/BEN/2024/2401,Harini Mital,Co-conspirator
KAR/MAN/2024/1114,Maanas Varughese,Primary Suspect
KAR/CHI/2024/1380,Ridhi Kanda,Co-conspirator
KAR/BEN/2024/0016,Shaurya Krish,Accomplice
KAR/BID/2024/1076,Finn Srinivas,Accomplice
KAR/BEL/2024/0210,Siddharth Savant,Primary Suspect
KAR/MAN/2024/1038,Champak Subramaniam,Co-conspirator
KAR/HAS/2024/1112,Ekavir Munshi,Primary Suspect
KAR/BEN/2024/0945,Ronith Raj,Primary Suspect
KAR/BEN/2024/1754,Siya Arya,Primary Suspect
KAR/RAI/2024/2192,Dalbir Singh,Primary Suspect
KAR/HAS/2024/0082,Madhav Koshy,Co-conspirator
KAR/BEN/2024/2089,Nicholas Bakshi,Accomplice
KAR/BEN/2024/0996,Aarnav Jayaraman,Primary Suspect
KAR/BEN/2024/1035,Manbir Loke,Co-conspirator
KAR/DAV/2024/2317,Upkaar Bhasin,Co-conspirator
