fir_case_number,accused_full_name,accused_role
KAR/BEL/2024/1175,Sanya Chakraborty,Primary Suspect
KAR/DAV/2024/0717,Manan Mahajan,Accomplice
KAR/MAN/2024/0383,Pranit Kata,Accomplice
KAR/RAI/2024/1970,Vincent Iyengar,Primary Suspect
KAR/BEN/2024/2321,Harsh Patil,Primary Suspect
KAR/UDU/2024/0058,Ojasvi Puri,Accomplice
KAR/BEN/2024/2080,Parth Raman,Primary Suspect
KAR/BEN/2024/1977,Frederick Andra,Accomplice
KAR/KOP/2024/1235,Aachal Misra,Primary Suspect
KAR/UDU/2024/0501,Jeremiah Shere,Accomplice
KAR/BEN/2024/0439,Banjeet Dhar,Accomplice
KAR/MYS/2024/2433,Baghyawati Cheema,Co-conspirator
KAR/CHI/2024/1750,Lavanya Sant,Primary Suspect
KAR/BEN/2024/2036,Udyati Mittal,Primary Suspect
KAR/BEN/2024/0215,Idika Gandhi,Co-conspirator
KAR/BEN/2024/2194,Luke Rattan,Co-conspirator
KAR/BEN/2024/0752,Jai Sami,Accomplice
KAR/TUM/2024/0652,Madhav Buch,Co-conspirator
KAR/HAS/2024/1929,Baghyawati Dugar,Primary Suspect
KAR/CHI/2024/0117,Vedant Seth,Primary Suspect
KAR/BEN/2024/1139,Laban Behl,Primary Suspect
KAR/CHI/2024/1955,Jeet Pall,Primary Suspect
KAR/SHI/2024/0942,Ranveer Batta,Co-conspirator
KAR/MAN/2024/2417,Arin Narula,Co-conspirator
KAR/BEN/2024/1207,Qadim Radhakrishnan,Co-conspirator
KAR/HAS/2024/1020,Tanay Jain,Accomplice
KAR/RAI/2024/1789,Vincent Tank,Co-conspirator
KAR/CHI/2024/0610,Indrajit Roy,Accomplice
KAR/HUB/2024/1831,Januja Dhaliwal,Co-conspirator
KAR/BEN/2024/1500,Ikshita Bhasin,Primary Suspect
KAR/DAV/2024/1154,Advika Nazareth,Accomplice
KAR/BEN/2024/1385,Dakshesh Chatterjee,Primary Suspect
KAR/UDU/2024/1600,Maanas Suri,Accomplice
KAR/BAL/2024/0922,Ijaya Rout,Primary Suspect
KAR/KAL/2024/0130,Anika Tank,Co-conspirator
KAR/DAV/2024/1111,Nitesh Wali,Co-conspirator
KAR/BAL/2024/1805,David Dubey,Accomplice
KAR/SHI/2024/1939,Jasmit Gade,Accomplice
KAR/HAS/2024/2407,Ekaraj Gera,Primary Suspect
KAR/BEN/2024/1567,Onkar Raju,Accomplice
KAR/KAL/2024/2223,Upkaar Koshy,Primary Suspect
KAR/KAL/2024/1344,Harsh Gour,Accomplice
KAR/TUM/2024/2018,Onkar Grewal,Primary Suspect
KAR/KOP/2024/0863,Amruta Pant,Co-conspirator
KAR/BEN/2024/0627,Vaishnavi Thakkar,Co-conspirator
KAR/BEN/2024/1273,Laksh Bhandari,Primary Suspect
KAR/MYS/2024/2363,Gavin Gera,Co-conspirator
KAR/MYS/2024/0714,Anvi Mital,Co-conspirator
KAR/DAV/2024/0330,Qabil Kannan,Co-conspirator
KAR/BEN/2024/2286,Niharika Sampath,Co-conspirator
KAR/HUB/2024/1780,Abdul Gala,Co-conspirator
KAR/BEL/2024/1384,Reyansh Sundaram,Primary Suspect
KAR/VIJ/2024/1778,Samesh Atwal,Co-conspirator
KAR/BAL/2024/0938,Jatin Raman,Accomplice
KAR/BEN/2024/0834,Joshua Singhal,Primary Suspect
KAR/KAL/2024/1365,Harsh Gour,Co-conspirator
KAR/SHI/2024/0902,Agastya Sarraf,Co-conspirator
KAR/BEN/2024/1267,Sai Bava,Primary Suspect
KAR/BAL/2024/1351,Lohit Sahota,Primary Suspect
KAR/BID/2024/1285,Kabir Solanki,Accomplice
KAR/DAV/2024/0354,Samuel Dora,Accomplice
KAR/SHI/2024/0920,Vedika Som,Primary Suspect
KAR/HAS/2024/1782,Onkar Singh,Accomplice
KAR/SHI/2024/1925,Pallavi Minhas,Co-conspirator
KAR/KAL/2024/0212,Jairaj Nayak,Accomplice
KAR/BEN/2024/0936,Laksh Dugar,Primary Suspect
KAR/CHI/2024/0520,Veer Sachdeva,Primary Suspect
KAR/BEN/2024/1944,Hemang Yadav,Accomplice
KAR/BEN/2024/2303,Riya Mahajan,Primary Suspect
KAR/CHI/2024/2380,Zinal Bal,Primary Suspect
KAR/MAN/2024/2469,Gopal Wason,Co-conspirator
KAR/MAN/2024/1151,Yash Saxena,Accomplice
KAR/BEN/2024/2276,Mitali Tandon,Accomplice
KAR/BEN/2024/0051,Mitesh Chaudhari,Accomplice
KAR/BEL/2024/0094,Tanvi Bansal,Co-conspirator
KAR/MYS/2024/2106,Henry Sodhi,Co-conspirator
KAR/BEN/2024/0899,Advik Mani,Primary Suspect
KAR/BEN/2024/1338,Elijah Sane,Co-conspirator
KAR/BEN/2024/0598,Nidra Golla,Accomplice
KAR/BEN/2024/0108,Neel Sarkar,Accomplice
KAR/BEN/2024/1487,Samar Shetty,Primary Suspect
KAR/DAV/2024/2103,Gavin Bassi,Co-conspirator
KAR/BEN/2024/0457,Zehaan Narula,Primary Suspect
KAR/DAV/2024/0927,Yashica Prasad,Accomplice
KAR/BEN/2024/0681,Barkha Kara,Primary Suspect
KAR/HAS/2024/2067,Vivaan Kala,Co-conspirator
KAR/BEN/2024/0512,Bina Naik,Primary Suspect
KAR/BEN/2024/1606,Wriddhish Manda,Primary Suspect
KAR/BEN/2024/1413,Zaid Bajwa,Primary Suspect
KAR/SHI/2024/1069,Kamya Sachdev,Accomplice
KAR/DAV/2024/0354,Zaid Hans,Primary Suspect
KAR/BEN/2024/1756,Kalpit Konda,Accomplice
KAR/BEL/2024/0252,Zayan Pal,Primary Suspect
KAR/UDU/2024/1329,Mason Kunda,Co-conspirator
KAR/SHI/2024/0125,Rachit Badal,Accomplice
KAR/BEN/2024/1756,Devansh Rai,Co-conspirator
KAR/BEN/2024/1510,Pratyush Srinivasan,Co-conspirator
KAR/KOP/2024/0889,Om Tak,Primary Suspect
KAR/HAS/2024/0192,Yug Kuruvilla,Co-conspirator
KAR/BEN/2024/1637,Hritik Swaminathan,Primary Suspect
KAR/MAN/2024/1904,Zehaan Kothari,Primary Suspect
KAR/HUB/2024/0854,Jai Bora,Co-conspirator
KAR/BEN/2024/1144,Krishna Chahal,Co-conspirator
KAR/HUB/2024/0440,Aayush Hayre,Primary Suspect
KAR/BEN/2024/2350,Benjamin Devan,Accomplice
KAR/HAS/2024/2382,Finn Khanna,Primary Suspect
KAR/BEN/2024/2063,Onveer Srinivas,Primary Suspect
KAR/BEN/2024/0407,Bahadurjit Kale,Co-conspirator
KAR/BEN/2024/1370,Kevin Krishnan,Accomplice
KAR/CHI/2024/1698,Gavin Gera,Primary Suspect
KAR/HAS/2024/2186,Anthony Chaudhari,Accomplice
KAR/SHI/2024/0513,Lipika Brar,Co-conspirator
KAR/BEN/2024/0467,Imaran Badal,Co-conspirator
KAR/MYS/2024/0968,Advay Raj,Co-conspirator
KAR/RAI/2024/2412,Dayita Bains,Primary Suspect
KAR/SHI/2024/1011,Onveer Venkatesh,Primary Suspect
KAR/BAL/2024/1265,Bimala Choudhary,Co-conspirator
KAR/KAL/2024/0847,Indira Kothari,Primary Suspect
KAR/MYS/2024/1822,Hredhaan Sangha,Primary Suspect
KAR/BEN/2024/0668,Jatin Raman,Primary Suspect
KAR/SHI/2024/2278,Advika Biswas,Co-conspirator
KAR/SHI/2024/0369,Zaid Barman,Accomplice
KAR/MAN/2024/0835,Ranbir Narayan,Primary Suspect
KAR/BEL/2024/2285,Chaaya Bava,Primary Suspect
KAR/BEN/2024/1846,Ekavir Mannan,Co-conspirator
KAR/TUM/2024/0462,Raagini Bahl,Co-conspirator
KAR/VIJ/2024/0687,Omkaar Dada,Primary Suspect
KAR/BEN/2024/0144,Balvan Khanna,Primary Suspect
KAR/BEN/2024/2121,Tanay Grover,Accomplice
KAR/DAV/2024/0499,Ojasvi Puri,Accomplice
KAR/BEL/2024/0589,Manya Halder,Primary Suspect
KAR/BEN/2024/0350,Imaran Mutti,Co-conspirator
KAR/BEN/2024/2498,Rishi Bhatnagar,Primary Suspect
KAR/TUM/2024/0900,Ekbal Dubey,Primary Suspect
KAR/MAN/2024/1122,Anirudh Banik,Primary Suspect
KAR/BID/2024/1113,Harrison Aggarwal,Primary Suspect
KAR/DAV/2024/0015,Laban Thakur,Co-conspirator
KAR/KAL/2024/2165,Kabir Lad,Primary Suspect
KAR/VIJ/2024/1201,Rachit Saraf,Accomplice
KAR/KOP/2024/0031,Bakhshi Kurian,Co-conspirator
KAR/BID/2024/1078,Hredhaan Narang,Primary Suspect
KAR/BEN/2024/1465,Farhan Rajan,Primary Suspect
KAR/UDU/2024/1329,Xavier Luthra,Primary Suspect
KAR/BEL/2024/0584,Ayaan Warrior,Co-conspirator
KAR/BEN/2024/1826,Yagnesh Kulkarni,Accomplice
KAR/SHI/2024/1939,Samar Saxena,Primary Suspect
KAR/BEN/2024/0269,Patrick Mukhopadhyay,Accomplice
KAR/TUM/2024/2116,Aadi Borde,Co-conspirator
KAR/KOP/2024/1541,Nathan Kant,Accomplice
KAR/KOP/2024/1221,Triveni Khalsa,Accomplice
KAR/BID/2024/1113,Fiyaz Lala,Primary Suspect
KAR/BEL/2024/2344,Gunbir Sane,Co-conspirator
KAR/BEN/2024/2201,Warinder Dhillon,Co-conspirator
KAR/KOP/2024/2220,Vincent Iyengar,Primary Suspect
KAR/BEN/2024/0079,Harshil Bajwa,Accomplice
KAR/MAN/2024/1760,Anthony Hans,Co-conspirator
KAR/DAV/2024/1158,Rishi Rajagopalan,Co-conspirator
KAR/BEN/2024/2045,Ethan Datta,Accomplice
KAR/BEN/2024/0617,Pranit Maharaj,Primary Suspect
KAR/DAV/2024/0499,Karan Morar,Co-conspirator
KAR/BEN/2024/0071,Benjamin Oak,Accomplice
KAR/KOP/2024/2217,Anmol Hayer,Accomplice
KAR/SHI/2024/1120,Om Bhalla,Co-conspirator
KAR/BEN/2024/2086,Vivaan Mittal,Accomplice
KAR/BID/2024/0948,Prisha Sarma,Accomplice
KAR/BID/2024/0230,Anamika Ganguly,Accomplice
KAR/BEN/2024/2457,Girindra Ranganathan,Co-conspirator
KAR/BEN/2024/0350,Lila Nadig,Co-conspirator
KAR/HAS/2024/1976,Qasim Balan,Co-conspirator
KAR/KAL/2024/2359,Warinder Lad,Primary Suspect
KAR/BAL/2024/1628,Panini Baria,Accomplice
KAR/SHI/2024/0860,Aarush Patel,Primary Suspect
KAR/HUB/2024/0134,Upasna Parikh,Primary Suspect
KAR/BEN/2024/1818,Jasmit Chada,Accomplice
KAR/BEN/2024/2080,Rudra Mutti,Co-conspirator
KAR/CHI/2024/0975,Jai Oommen,Accomplice
KAR/BEN/2024/0147,Indrajit Johal,Co-conspirator
KAR/BEL/2024/1442,Odika Chandra,Primary Suspect
KAR/BEN/2024/2298,Gaurav Deep,Accomplice
KAR/TUM/2024/1640,Advika Nazareth,Accomplice
KAR/BEN/2024/0612,Chandran Mann,Accomplice
KAR/HUB/2024/0908,Yashica Prasad,Co-conspirator
KAR/HAS/2024/1711,Viraj Kulkarni,Accomplice
KAR/BEL/2024/0213,Reyansh Sarkar,Accomplice
KAR/KOP/2024/1300,Zaid Bajwa,Co-conspirator
KAR/BID/2024/0880,Ekbal Pradhan,Accomplice
KAR/BEN/2024/2190,Balhaar Puri,Accomplice
KAR/BEN/2024/0157,Rudra Chatterjee,Primary Suspect
KAR/BEN/2024/1081,Bhavani Sood,Accomplice
KAR/VIJ/2024/1439,Qadim Ratti,Accomplice
KAR/MAN/2024/2202,Ekta Bala,Primary Suspect
KAR/BID/2024/1269,Bina Dar,Primary Suspect
KAR/BEN/2024/0204,Saksham Nath,Primary Suspect
KAR/BEN/2024/0626,Rayaan Prakash,Primary Suspect
KAR/BEN/2024/2444,Aadi Borde,Primary Suspect
KAR/BEN/2024/1276,Ucchal Mitra,Accomplice
KAR/BEN/2024/1055,Tanvi Soni,Primary Suspect
KAR/BEN/2024/0073,Manan Kapur,Primary Suspect
KAR/BEN/2024/1294,Bhavani Bhatnagar,Accomplice
KAR/HAS/2024/1802,Jason Biswas,Primary Suspect
KAR/TUM/2024/0154,Girindra Kashyap,Accomplice
KAR/CHI/2024/0994,Xalak Tiwari,Co-conspirator
KAR/BID/2024/0830,Tristan Chakrabarti,Primary Suspect
KAR/UDU/2024/1433,Upma Mukhopadhyay,Primary Suspect
KAR/BEN/2024/1945,Vanya Gupta,Accomplice
KAR/KOL/2024/0076,Nathan Tiwari,Co-conspirator
KAR/KOP/2024/0034,Urvashi Ganguly,Primary Suspect
KAR/BEN/2024/1898,Keya Comar,Accomplice
KAR/BEN/2024/1317,Rishi Sarma,Co-conspirator
KAR/DAV/2024/2043,Chakradhar Aggarwal,Primary Suspect
KAR/BEL/2024/1008,Zehaan Boase,Primary Suspect
KAR/KAL/2024/2484,Pranit Dass,Co-conspirator
KAR/BID/2024/0880,Parth Manda,Primary Suspect
KAR/BID/2024/0161,Brijesh Doctor,Primary Suspect
KAR/SHI/2024/0845,Aryan Chawla,Primary Suspect
KAR/BID/2024/1342,Timothy Dada,Co-conspirator
KAR/VIJ/2024/1067,Hardik Agarwal,Accomplice
KAR/DAV/2024/2352,Saksham Nath,Co-conspirator
KAR/BEN/2024/2385,Ladli Grover,Co-conspirator
KAR/BEN/2024/2419,Ishanvi Dass,Primary Suspect
KAR/BEN/2024/0300,Unnati Panchal,Accomplice
KAR/BEN/2024/0914,Ekalinga Munshi,Co-conspirator
KAR/BEL/2024/0271,Advaith Sastry,Primary Suspect
KAR/RAI/2024/2368,Sathvik Dar,Co-conspirator
KAR/RAI/2024/0576,Yuvraj Prakash,Primary Suspect
KAR/BEN/2024/2457,Manya Halder,Primary Suspect
KAR/KAL/2024/0390,Onkar Morar,Co-conspirator
KAR/VIJ/2024/1383,Vasatika Loke,Co-conspirator
KAR/TUM/2024/0629,Zayyan Soni,Accomplice
KAR/VIJ/2024/1040,Bimala Tailor,Co-conspirator
KAR/CHI/2024/0769,Sachi Goyal,Accomplice
KAR/KOL/2024/1322,Naksh Thaker,Co-conspirator
KAR/BEN/2024/0590,Wyatt Kuruvilla,Accomplice
KAR/BEN/2024/1873,Dominic Sangha,Accomplice
KAR/MAN/2024/1735,Eesha Trivedi,Co-conspirator
KAR/BEN/2024/0563,Peter Sahota,Accomplice
KAR/VIJ/2024/1462,Eiravati Cheema,Accomplice
KAR/BEN/2024/0402,Qasim Bhagat,Primary Suspect
KAR/KOP/2024/0162,Onveer Aggarwal,Accomplice
KAR/TUM/2024/0154,Arjun Zachariah,Accomplice
KAR/VIJ/2024/2333,Hema Majumdar,Primary Suspect
KAR/HAS/2024/0067,Karan Kala,Accomplice
KAR/DAV/2024/1968,Dakshesh Gour,Accomplice
KAR/KAL/2024/0450,Chatura Chawla,Co-conspirator
KAR/BEN/2024/1581,Daksh Dhawan,Accomplice
KAR/BID/2024/2274,Ishani Oommen,Primary Suspect
KAR/BEN/2024/2193,Dominic Mani,Accomplice
KAR/BEN/2024/1486,Aarush Mangat,Primary Suspect
KAR/UDU/2024/1427,Tanmayi Tella,Primary Suspect
KAR/MAN/2024/0928,Gunbir Mohan,Accomplice
KAR/BEN/2024/1958,Manbir Morar,Co-conspirator
KAR/BEN/2024/1247,Manthan Gara,Primary Suspect
KAR/BID/2024/2091,Mason Kunda,Accomplice
KAR/BEN/2024/2300,Zayyan Kapadia,Accomplice
KAR/BEN/2024/1773,Samuel Tandon,Co-conspirator
KAR/KOL/2024/0567,Wridesh Talwar,Accomplice
KAR/BEL/2024/1425,Vedhika Rai,Accomplice
KAR/KOP/2024/0210,Charles Prasad,Accomplice
KAR/BEN/2024/0395,Tamanna Anne,Primary Suspect
KAR/BEN/2024/0036,Gunbir Sharaf,Co-conspirator
KAR/BEN/2024/1565,Eta Gopal,Co-conspirator
KAR/VIJ/2024/1260,Kalpit Kannan,Accomplice
KAR/UDU/2024/2104,Finn Dara,Co-conspirator
KAR/BEN/2024/0144,Wyatt Kakar,Primary Suspect
KAR/MYS/2024/0506,Falan De,Primary Suspect
KAR/BEN/2024/0140,Azaan Karan,Co-conspirator
KAR/CHI/2024/0801,Balhaar Puri,Primary Suspect
KAR/MAN/2024/0120,Samuel Kale,Primary Suspect
KAR/SHI/2024/2361,Devansh Purohit,Co-conspirator
KAR/DAV/2024/0575,Sanya Bedi,Accomplice
KAR/MAN/2024/2469,Jeet Chatterjee,Accomplice
KAR/DAV/2024/1422,Jeet Pall,Primary Suspect
KAR/BEN/2024/1071,Baghyawati Dugar,Co-conspirator
KAR/HUB/2024/0814,Harish Madan,Accomplice
KAR/BEN/2024/1576,Aayush Tella,Accomplice
KAR/CHI/2024/0017,Theodore Bawa,Primary Suspect
KAR/VIJ/2024/1288,Xavier Bajaj,Co-conspirator
KAR/SHI/2024/0913,Wridesh Sibal,Co-conspirator
KAR/HUB/2024/0991,Vedika Sharaf,Primary Suspect
KAR/KAL/2024/0532,Maanas Suri,Primary Suspect
KAR/BEN/2024/2270,Jai Samra,Primary Suspect
KAR/VIJ/2024/2248,Avi Gopal,Co-conspirator
KAR/UDU/2024/0039,Victor Kibe,Primary Suspect
KAR/VIJ/2024/0295,Falguni Palla,Co-conspirator
KAR/HUB/2024/0908,Saksham Dhaliwal,Accomplice
KAR/BID/2024/2256,Rohan Dugar,Primary Suspect
KAR/UDU/2024/2440,Damyanti Sani,Primary Suspect
KAR/BEN/2024/0451,Dev Kara,Primary Suspect
KAR/UDU/2024/0113,Christopher Dube,Co-conspirator
KAR/BEN/2024/1744,Garima Pingle,Co-conspirator
KAR/RAI/2024/0519,Sara Kale,Co-conspirator
KAR/BEN/2024/2401,Diya Mutti,Primary Suspect
KAR/BEN/2024/1551,Faqid Morar,Co-conspirator
KAR/UDU/2024/0501,Pranit Desai,Primary Suspect
KAR/KAL/2024/1793,Rachana Edwin,Accomplice
KAR/HUB/2024/0991,Abdul Deshmukh,Accomplice
KAR/BEN/2024/1237,Fitan Narang,Primary Suspect
KAR/BEN/2024/0129,Ishita Rama,Primary Suspect
KAR/TUM/2024/1926,Gopal Bala,Primary Suspect
KAR/BEN/2024/1449,Tanay Jain,Co-conspirator
KAR/BAL/2024/1265,Nakul Tara,Co-conspirator
KAR/BEN/2024/0622,Urmi Bhargava,Accomplice
KAR/VIJ/2024/0469,William Wable,Primary Suspect
KAR/VIJ/2024/1418,Anirudh Banik,Accomplice
KAR/VIJ/2024/1462,Daniel Jhaveri,Co-conspirator
KAR/TUM/2024/0229,Samesh Prabhu,Primary Suspect
KAR/DAV/2024/2210,Ayushman Joshi,Primary Suspect
KAR/HUB/2024/0651,Odika Sem,Primary Suspect
KAR/RAI/2024/0648,Theodore Prakash,Co-conspirator
KAR/TUM/2024/1712,Advik Yadav,Primary Suspect
KAR/BEN/2024/1816,Reyansh Venkatesh,Co-conspirator
KAR/BEN/2024/0763,Vivaan Aurora,Co-conspirator
KAR/MAN/2024/0298,Samesh Atwal,Primary Suspect
KAR/BAL/2024/1949,Wyatt Kuruvilla,Primary Suspect
KAR/MAN/2024/1456,Samesh Borra,Co-conspirator
KAR/BEN/2024/0140,Gautam Dhillon,Primary Suspect
KAR/HAS/2024/1974,Akshay Parmar,Accomplice
KAR/BEN/2024/0108,Arjun Zachariah,Primary Suspect
KAR/BEN/2024/2120,Maanas Dar,Co-conspirator
KAR/KOL/2024/2273,Manya Chandra,Co-conspirator
KAR/BEN/2024/0946,Upasna Parikh,Primary Suspect
KAR/BID/2024/0823,Arjun Khalsa,Primary Suspect
KAR/KOL/2024/0939,Pavani Devi,Co-conspirator
KAR/BEN/2024/1674,Qarin Halder,Primary Suspect
KAR/SHI/2024/2098,Suhani Dasgupta,Primary Suspect
KAR/RAI/2024/0464,Christopher Dube,Accomplice
KAR/BEN/2024/0477,Aadhya Raman,Accomplice
KAR/BEL/2024/1888,Hredhaan Pai,Primary Suspect
KAR/KOP/2024/1189,Madhav Muni,Co-conspirator
KAR/MAN/2024/2203,Rishi Mall,Primary Suspect
KAR/HUB/2024/2225,Qasim Puri,Co-conspirator
KAR/MAN/2024/2490,Avi Gopal,Primary Suspect
KAR/BID/2024/1248,Mitesh Sundaram,Primary Suspect
KAR/BID/2024/1856,Advika Majumdar,Accomplice
KAR/BEN/2024/0144,Wridesh Dhar,Primary Suspect
KAR/BAL/2024/1924,Tanmayi Tella,Accomplice
KAR/BID/2024/0110,Anirudh Dave,Primary Suspect
KAR/BEL/2024/1986,Naveen Nigam,Accomplice
KAR/BEN/2024/1942,Nihal Vaidya,Accomplice
KAR/TUM/2024/1039,Ekanta Ahluwalia,Accomplice
KAR/BEN/2024/0512,Naksh Balan,Primary Suspect
KAR/SHI/2024/2048,Kalpit Konda,Co-conspirator
KAR/BEN/2024/0303,Joshua Natarajan,Co-conspirator
KAR/DAV/2024/2391,Udarsh Sanghvi,Primary Suspect
KAR/MYS/2024/2326,Garima Thakur,Co-conspirator
KAR/RAI/2024/1554,Arin Lata,Primary Suspect
KAR/DAV/2024/0927,Ryan Chada,Accomplice
KAR/MAN/2024/1758,Shravya Kamdar,Primary Suspect
KAR/BEN/2024/1536,Ishaan Biswas,Primary Suspect
KAR/SHI/2024/0667,Gopal Bala,Accomplice
KAR/BEN/2024/0348,Indali Sant,Accomplice
KAR/SHI/2024/2009,Dhruv Mangat,Primary Suspect
KAR/BID/2024/0766,Netra Bal,Accomplice
KAR/MAN/2024/0928,Lajita Chaudhry,Accomplice
KAR/BEN/2024/0731,Hemal Kalla,Co-conspirator
KAR/MAN/2024/1325,Ria Mutti,Co-conspirator
KAR/BEL/2024/0866,Azad Sinha,Primary Suspect
KAR/BEL/2024/0509,Gauri Ahuja,Co-conspirator
KAR/UDU/2024/0410,Gavin Thaker,Co-conspirator
KAR/BEN/2024/2193,Abeer Kapadia,Co-conspirator
KAR/MYS/2024/1476,Harshil Chadha,Co-conspirator
KAR/KOL/2024/1553,Banjeet Jani,Co-conspirator
KAR/TUM/2024/2123,Chatresh Ram,Primary Suspect
KAR/BEN/2024/1841,Ira Dora,Primary Suspect
KAR/UDU/2024/0996,Umang Bail,Primary Suspect
KAR/BEN/2024/1166,Baghyawati Kant,Accomplice
KAR/BAL/2024/2002,Urmi Chauhan,Accomplice
KAR/BEN/2024/0247,Urvashi Modi,Co-conspirator
KAR/HUB/2024/2467,Urvi Shanker,Co-conspirator
KAR/BEN/2024/1794,Wahab Oak,Accomplice
KAR/MAN/2024/1758,Lakshit Ganesan,Co-conspirator
KAR/BEN/2024/0027,Jai Oommen,Primary Suspect
KAR/BEN/2024/0716,Patrick Tella,Accomplice
KAR/BEN/2024/0562,Jackson Krishna,Primary Suspect
KAR/BEL/2024/2074,Abhiram Karpe,Co-conspirator
KAR/DAV/2024/1111,Zinal Bal,Co-conspirator
KAR/CHI/2024/0264,Dhruv Barad,Accomplice
KAR/BEN/2024/0723,Gautam Tata,Primary Suspect
KAR/HUB/2024/0754,Triveni Sehgal,Co-conspirator
KAR/BEN/2024/1873,Yuvraj Bawa,Co-conspirator
KAR/BID/2024/1825,Lohit Sahota,Co-conspirator
KAR/MAN/2024/1644,Bishakha Dhillon,Co-conspirator
KAR/SHI/2024/0888,Tanay Tata,Co-conspirator
KAR/SHI/2024/2239,Yashawini Goda,Co-conspirator
KAR/KOP/2024/2275,Dev Bhakta,Accomplice
KAR/BEN/2024/2499,Nathaniel Rege,Primary Suspect
KAR/KOL/2024/2349,Yatin Varghese,Primary Suspect
KAR/MAN/2024/1140,Urvashi Modi,Accomplice
KAR/BEN/2024/2204,Maanav Parekh,Primary Suspect
KAR/KOP/2024/0981,Chaitanya Wali,Co-conspirator
KAR/HUB/2024/2435,Onkar Morar,Accomplice
KAR/BEN/2024/1804,Rishi Rajagopalan,Accomplice
KAR/BEN/2024/0618,Urvi Shanker,Co-conspirator
KAR/BEL/2024/2418,Krisha Oak,Co-conspirator
KAR/BEN/2024/1170,Hredhaan Pai,Co-conspirator
KAR/VIJ/2024/0318,Thomas Chhabra,Accomplice
KAR/CHI/2024/0729,Keya Date,Primary Suspect
KAR/MYS/2024/1679,Sai Memon,Accomplice
KAR/DAV/2024/2391,Fiyaz Chad,Co-conspirator
KAR/MAN/2024/1880,Vincent Bera,Primary Suspect
KAR/KOL/2024/0197,Logan Sawhney,Primary Suspect
KAR/BEN/2024/2209,Xavier Chanda,Co-conspirator
KAR/BEN/2024/0771,Max Merchant,Primary Suspect
KAR/TUM/2024/0332,Zayan Jaggi,Primary Suspect
KAR/HAS/2024/0761,Ishwar Bhatti,Accomplice
KAR/HUB/2024/0991,Naveen Sawhney,Co-conspirator
KAR/BEN/2024/1467,Wridesh Wason,Co-conspirator
KAR/KOL/2024/0638,Ekavir Tata,Primary Suspect
KAR/BEN/2024/2111,Pranit Maharaj,Accomplice
KAR/BEN/2024/0455,Chavvi Kibe,Accomplice
KAR/BEN/2024/1430,Nandini Aurora,Primary Suspect
KAR/KOP/2024/1363,Tanveer Gupta,Accomplice
KAR/BEN/2024/1482,Ayushman Dubey,Primary Suspect
KAR/KOP/2024/1769,Riya Cherian,Primary Suspect
KAR/BEN/2024/0510,Chakradev Chaudhuri,Accomplice
KAR/BEN/2024/2350,Jatin Murty,Primary Suspect
KAR/BEN/2024/0884,Ekansh Nazareth,Primary Suspect
KAR/BEN/2024/2253,Ishita Mangal,Primary Suspect
KAR/UDU/2024/0918,Faraj Munshi,Co-conspirator
KAR/BEN/2024/2319,Faras Chakraborty,Primary Suspect
KAR/BEN/2024/0723,Ishaan Shah,Primary Suspect
KAR/BID/2024/0224,Akshay Bhavsar,Primary Suspect
KAR/DAV/2024/1324,Indali Sant,Primary Suspect
KAR/BEL/2024/2074,Noah Yadav,Accomplice
KAR/HUB/2024/1780,Qasim Puri,Primary Suspect
KAR/BAL/2024/0278,Maanav Parekh,Co-conspirator
KAR/MYS/2024/1134,Sanaya Goel,Accomplice
KAR/BEN/2024/0204,Aadhya Sachar,Accomplice
KAR/BEN/2024/0431,Riya Dora,Primary Suspect
KAR/HAS/2024/1866,Pooja Kuruvilla,Primary Suspect
KAR/RAI/2024/0958,Vedant Cheema,Accomplice
KAR/DAV/2024/2103,Xiti Naidu,Primary Suspect
KAR/BEN/2024/2064,Utkarsh Doctor,Accomplice
KAR/BEN/2024/0029,Kalpit Gole,Accomplice
KAR/BEN/2024/2338,Rayaan Sastry,Co-conspirator
KAR/MAN/2024/2245,Daksh Chander,Accomplice
KAR/VIJ/2024/1619,Jairaj Narula,Co-conspirator
KAR/BID/2024/2221,Theodore Toor,Accomplice
KAR/BID/2024/0280,David Krishnamurthy,Co-conspirator
KAR/BEN/2024/1222,Michael Babu,Primary Suspect
KAR/BEN/2024/0771,Teerth Borra,Accomplice
KAR/DAV/2024/1676,Nathaniel Rege,Primary Suspect
KAR/KOP/2024/1566,Jonathan Hans,Primary Suspect
KAR/CHI/2024/0481,Wishi Pau,Primary Suspect
KAR/RAI/2024/1005,Akshay Kara,Accomplice
KAR/BEN/2024/0805,Dev Bhakta,Co-conspirator
KAR/BEN/2024/2460,Pranav Kant,Primary Suspect
KAR/BEN/2024/1188,Gagan Tella,Co-conspirator
KAR/KOP/2024/1205,Pranit Kata,Accomplice
KAR/HUB/2024/2137,Frederick Bandi,Accomplice
KAR/BEN/2024/0990,Vasudha Gola,Accomplice
KAR/BEN/2024/1751,Aarnav Zachariah,Primary Suspect
KAR/MAN/2024/2287,Jairaj Korpal,Primary Suspect
KAR/BEL/2024/1534,Jonathan Venkatesh,Co-conspirator
KAR/BEN/2024/0705,Zayan Jaggi,Accomplice
KAR/BEN/2024/1369,Aditya Hari,Primary Suspect
KAR/BEN/2024/0695,Tanish Lad,Accomplice
KAR/HUB/2024/0634,Megha Sridhar,Accomplice
