full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Tanvi Modi,,36,Male,"H.No. 528, Bala Nagar",Mysuru,Driver,1,Opportunistic crime,40
Falan Ratta,,18,Male,"777, Sarma",Raichur,Mechanic,0,Opportunistic crime,15
Dalbir Uppal,Lipika,19,Male,"71/816, Luthra Circle",Kalaburagi,Contractor,0,Opportunistic crime,50
Krish Kalita,Saanvi,42,Male,"H.No. 75, Chokshi Circle",Davangere,Contractor,1,Opportunistic crime,26
Tristan Handa,,28,Male,"982, Keer Marg",Chikkamagaluru,Contractor,0,Opportunistic crime,2
Nitesh Basu,,22,Male,"37/099, Bora Street",Shivamogga,Laborer,0,Opportunistic crime,8
Krisha Kannan,Eesha,47,Female,"467, Pathak Circle",Koppal,Driver,0,Opportunistic crime,48
Netra Lall,Udant,20,Male,"83/61, Shah Street",Davangere,Vendor,0,Opportunistic crime,23
Lucky Banik,,31,Male,"799, Pandey Circle",Kalaburagi,Contractor,1,Opportunistic crime,43
Azaan Manda,Urvashi,38,Female,"65/622, Dutta",Kalaburagi,Laborer,0,Opportunistic crime,2
Qarin Edwin,Odika,30,Female,"38/50, Guha Chowk",Mysuru,Laborer,0,Opportunistic crime,14
Patrick Hari,,55,Male,"03/69, Date Path",Koppal,Driver,0,Opportunistic crime,50
Ikbal Bala,,27,Male,"24/68, Kamdar Ganj",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,25
Om Chandra,,51,Male,"85, Shanker Road",Belagavi,Vendor,0,Opportunistic crime,12
Krish Peri,,21,Male,"40/748, Puri Nagar",Belagavi,Unemployed,0,Opportunistic crime,45
Shivani Dhawan,,48,Female,"425, Loyal Chowk",Hubballi-Dharwad,Mechanic,2,Opportunistic crime,14
Hardik Bora,Eiravati,31,Male,"96, Solanki Zila",Shivamogga,Unemployed,1,Opportunistic crime,27
Banjeet Buch,,36,Male,"H.No. 488, Chander Marg",Koppal,Contractor,0,Opportunistic crime,14
Shaurya Krish,,20,Male,"23, Dyal Nagar",Raichur,Driver,0,Opportunistic crime,14
Jagrati Kulkarni,,31,Female,"403, Gaba Marg",Udupi,Laborer,2,Opportunistic crime,36
Amrita Loyal,,29,Male,"98/342, Bava Chowk",Kolar,Mechanic,0,Opportunistic crime,17
Lakshit Mangat,Dakshesh,27,Male,"13/377, Bali Street",Koppal,Contractor,0,Opportunistic crime,6
Guneet Kothari,,38,Female,"306, Bhatia Street",Bidar,Mechanic,0,Opportunistic crime,47
Samaksh Kala,,37,Female,"87/387, Dugar Nagar",Mysuru,Laborer,1,Opportunistic crime,29
Mekhala Sharaf,,34,Male,"92/19, Pandey Ganj",Hubballi-Dharwad,Vendor,0,Opportunistic crime,9
William Dhar,,23,Male,"H.No. 16, Raman Chowk",Udupi,Mechanic,1,Opportunistic crime,21
Chakrika Sani,Bimala,50,Female,"52/012, Mishra",Raichur,Vendor,0,Opportunistic crime,39
Chakradev Vora,Chaman,47,Male,"85, Raju Path",Kolar,Delivery Boy,0,Opportunistic crime,27
Rachit Keer,,26,Male,"92, Dada Road",Belagavi,Laborer,0,Opportunistic crime,47
Jeremiah Chauhan,,23,Male,"H.No. 979, Sarraf Zila",Raichur,Driver,0,Opportunistic crime,38
Owen Mandal,,39,Female,"56/50, Ramanathan Street",Udupi,Unemployed,1,Opportunistic crime,46
Victor Chauhan,Benjamin,32,Male,"H.No. 94, Sandal Chowk",Chikkamagaluru,Vendor,0,Opportunistic crime,38
Anirudh Yadav,Logan,47,Male,"21/616, Andra Zila",Mandya,Delivery Boy,1,Opportunistic crime,4
Chandresh Sekhon,,27,Male,"H.No. 205, Borah Chowk",Chikkamagaluru,Driver,0,Opportunistic crime,28
Riya Thaker,,23,Male,"215, Deep Circle",Kalaburagi,Contractor,0,Opportunistic crime,13
Jonathan Chander,Meera,50,Male,"31/173, Bhagat Ganj",Hassan,Mechanic,0,Opportunistic crime,8
Parth Setty,,44,Male,"061, Rege Ganj",Belagavi,Delivery Boy,1,Opportunistic crime,35
Anjali Kapur,,38,Male,"H.No. 92, Bose Nagar",Udupi,Unemployed,0,Opportunistic crime,0
Owen Kannan,,28,Male,"39/42, Handa Chowk",Ballari,Unemployed,0,Opportunistic crime,28
Zashil Swamy,,33,Male,"H.No. 494, Mallick Marg",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,15
Frado Wali,,21,Male,"49/84, Dugar Street",Mandya,Vendor,0,Opportunistic crime,0
Samar Sabharwal,,28,Male,"H.No. 241, Rai Road",Mandya,Mechanic,0,Opportunistic crime,2
Saumya Mukhopadhyay,Odika,35,Male,"H.No. 21, Jayaraman Zila",Udupi,Laborer,0,Opportunistic crime,23
Reyansh Korpal,,25,Female,"82/030, Deol Marg",Mandya,Driver,0,Opportunistic crime,5
Benjamin Khalsa,,35,Female,"940, Contractor Road",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,11
Madhav Kamdar,Shivani,50,Male,"18, Nayar",Shivamogga,Delivery Boy,0,Opportunistic crime,7
Madhav Hayre,Damyanti,42,Female,"57/00, Tailor Path",Chikkamagaluru,Contractor,1,Opportunistic crime,21
Thomas Setty,Gopal,35,Male,"H.No. 43, Sen Marg",Kalaburagi,Unemployed,1,Opportunistic crime,43
Tanvi Bansal,,28,Male,"H.No. 85, Ramesh Ganj",Mandya,Contractor,1,Opportunistic crime,1
Chandran Chand,,49,Female,"45/24, Ramesh Ganj",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,40
Arunima Sampath,,23,Male,"89/323, Patla Marg",Mysuru,Contractor,1,Opportunistic crime,35
Udarsh Chaudhari,,54,Male,"H.No. 15, Kakar Chowk",Bidar,Delivery Boy,0,Opportunistic crime,38
Raksha Chowdhury,,37,Female,"84/72, Chaudhary Zila",Ballari,Unemployed,0,Opportunistic crime,41
Oscar Lall,Bishakha,22,Male,"H.No. 921, Lalla Road",Bengaluru Urban,Laborer,0,Opportunistic crime,23
Ekansh Dutta,,25,Male,"750, Mitter Street",Kolar,Contractor,1,Opportunistic crime,41
Ethan Ghosh,,49,Male,"28/113, Khalsa Path",Hassan,Vendor,0,Opportunistic crime,5
Ranbir Sandhu,Ekaraj,49,Male,"H.No. 037, Rama Ganj",Koppal,Delivery Boy,0,Opportunistic crime,47
Eesha Hayre,,18,Female,"10/38, Suri Path",Tumakuru,Mechanic,0,Opportunistic crime,4
Faris Soman,,48,Male,"67/104, Khurana Circle",Tumakuru,Vendor,0,Opportunistic crime,16
Yug Aurora,Garima,31,Female,"H.No. 814, Mohan Road",Bengaluru Urban,Contractor,0,Opportunistic crime,33
Kashvi Kuruvilla,Rudra,43,Female,"H.No. 646, Mammen",Bengaluru Rural,Vendor,0,Opportunistic crime,2
Janani Bassi,,52,Male,"88/93, Gulati Ganj",Bidar,Laborer,0,Opportunistic crime,15
Timothy Kapoor,,21,Male,"H.No. 63, Pandey Path",Bidar,Driver,0,Opportunistic crime,24
Gavin Wali,Dakshesh,37,Female,"H.No. 628, Mishra Path",Mysuru,Contractor,0,Opportunistic crime,47
Warjas Shere,,24,Male,"81/712, Sarkar Circle",Tumakuru,Driver,0,Opportunistic crime,50
Brinda More,,53,Female,"H.No. 781, Prashad Ganj",Vijayapura,Delivery Boy,2,Opportunistic crime,16
Fariq Bassi,,29,Male,"256, Rajan Marg",Shivamogga,Unemployed,2,Opportunistic crime,11
Banjeet Nadig,,51,Female,"H.No. 029, Dora Path",Raichur,Vendor,0,Opportunistic crime,37
Ayushman Garg,,51,Male,"570, Salvi Circle",Ballari,Vendor,0,Opportunistic crime,27
Aditya Baria,,37,Male,"H.No. 00, Nagi Marg",Ballari,Vendor,0,Opportunistic crime,30
Upasna Shan,,44,Female,"57/309, Sem Circle",Hassan,Laborer,0,Opportunistic crime,0
Timothy Chauhan,Bahadurjit,40,Male,"H.No. 275, Kadakia Path",Bengaluru Rural,Vendor,0,Opportunistic crime,24
Orinder Bose,Watika,25,Male,"82/52, Sule Road",Bidar,Vendor,0,Opportunistic crime,49
Kabir Pandit,Urvi,35,Male,"H.No. 38, Dasgupta Ganj",Mysuru,Unemployed,0,Opportunistic crime,41
Dhruv Ranganathan,Aarush,41,Male,"20, Sachdeva",Belagavi,Driver,0,Opportunistic crime,32
Upkaar Batra,Onveer,55,Male,"281, Thaker Path",Vijayapura,Mechanic,0,Opportunistic crime,48
Zayyan Balakrishnan,Ikbal,37,Male,"H.No. 23, Bhagat Nagar",Belagavi,Driver,0,Opportunistic crime,40
Anthony Mahajan,Samar,31,Male,"H.No. 589, Ganesan Chowk",Shivamogga,Unemployed,0,Opportunistic crime,10
Jacob Mistry,Bahadurjit,54,Male,"346, Iyer Street",Shivamogga,Vendor,1,Opportunistic crime,27
Naksh Gokhale,Kai,48,Male,"79, Srivastava Street",Kolar,Laborer,0,Opportunistic crime,47
Wazir Datta,,28,Female,"H.No. 629, Dora Nagar",Hassan,Driver,2,Opportunistic crime,42
Siddharth Gandhi,,35,Male,"36/84, Ram Nagar",Shivamogga,Delivery Boy,0,Opportunistic crime,39
Rudra Doshi,,39,Male,"03, Rajan Street",Bidar,Vendor,0,Opportunistic crime,0
Vansha Kashyap,,32,Female,"47/935, Bhakta Path",Bidar,Laborer,0,Opportunistic crime,33
Bakhshi Oommen,,21,Female,"62, Divan Circle",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,37
Harinakshi Mand,,42,Female,"H.No. 42, Dhar",Koppal,Delivery Boy,1,Opportunistic crime,7
Om Padmanabhan,,46,Male,"31/262, Hegde Marg",Vijayapura,Laborer,0,Opportunistic crime,10
Sachi Rajagopalan,Azad,18,Female,"724, Gera Path",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,45
Gaurang Buch,,55,Male,"H.No. 92, Chawla Chowk",Tumakuru,Mechanic,2,Opportunistic crime,48
Janya Nagi,,51,Male,"20/971, Bhattacharyya Chowk",Davangere,Contractor,0,Opportunistic crime,37
Chakradhar Acharya,,36,Male,"50, Soman Marg",Mysuru,Mechanic,0,Opportunistic crime,33
Ekbal Agarwal,,46,Male,"58/79, Char Path",Bengaluru Urban,Mechanic,0,Opportunistic crime,21
Teerth Kuruvilla,,22,Female,"898, Kalita Ganj",Vijayapura,Laborer,0,Opportunistic crime,37
Yashvi Swamy,Nachiket,43,Male,"24, Dhingra",Ballari,Delivery Boy,1,Opportunistic crime,36
Advik Chada,,32,Female,"19/11, Sen Ganj",Kalaburagi,Contractor,0,Opportunistic crime,22
Samuel Khare,Chaman,24,Male,"07, Barad Zila",Kalaburagi,Mechanic,0,Opportunistic crime,20
Tanish More,,47,Male,"436, Tandon Road",Shivamogga,Vendor,0,Opportunistic crime,9
Manbir Deol,Utkarsh,42,Male,"H.No. 356, Bhasin",Vijayapura,Laborer,1,Opportunistic crime,4
Gaurang Saini,Yochana,51,Male,"H.No. 087, Tara Street",Kolar,Mechanic,1,Opportunistic crime,45
Tripti Natarajan,,38,Male,"45, Balan Path",Hassan,Vendor,1,Opportunistic crime,46
Gaurav Mangal,Bahadurjit,39,Male,"71, Seth Chowk",Mandya,Contractor,0,Opportunistic crime,30
Barkha Parmer,,31,Male,"462, Rau Road",Hassan,Mechanic,0,Opportunistic crime,50
Yahvi Tara,,34,Male,"H.No. 895, Arora Circle",Chikkamagaluru,Vendor,0,Opportunistic crime,10
Simon Date,,22,Male,"25, Dhawan Circle",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,4
Dev Pandit,,42,Female,"71/663, Srivastava Zila",Kalaburagi,Delivery Boy,2,Opportunistic crime,9
Veer Parekh,Triveni,21,Male,"93, Kata Nagar",Bengaluru Rural,Mechanic,0,Opportunistic crime,49
Liam Sur,,44,Male,"H.No. 432, Bhatt Circle",Bengaluru Urban,Contractor,0,Opportunistic crime,31
Hredhaan Menon,,44,Female,"H.No. 19, Toor Road",Bengaluru Urban,Contractor,1,Opportunistic crime,22
Guneet Prabhakar,Teerth,44,Male,"H.No. 885, Karpe Path",Bidar,Unemployed,1,Opportunistic crime,45
Wakeeta Shetty,,45,Male,"565, Dayal Ganj",Hassan,Delivery Boy,0,Opportunistic crime,32
Ayaan Rege,Kai,54,Female,"68, Wali Ganj",Tumakuru,Mechanic,0,Opportunistic crime,44
Charan Suri,Vidhi,28,Male,"05, Chandra Road",Udupi,Mechanic,0,Opportunistic crime,27
Dhruv Gulati,,41,Male,"97/91, Shukla Road",Hassan,Delivery Boy,0,Opportunistic crime,46
Krishna Bedi,,18,Female,"H.No. 50, Mallick Marg",Kolar,Laborer,0,Opportunistic crime,47
Chaman Sekhon,,40,Male,"74/77, Bhavsar Nagar",Bengaluru Urban,Vendor,1,Opportunistic crime,6
Abeer More,Hardik,43,Female,"65/06, Pant Circle",Chikkamagaluru,Driver,0,Opportunistic crime,25
Zashil De,,55,Male,"H.No. 113, Tara Ganj",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,19
Gautam Khosla,Indali,34,Male,"H.No. 25, Halder Nagar",Hubballi-Dharwad,Driver,0,Opportunistic crime,42
Bhavna Sarraf,,54,Male,"17/719, Rattan Road",Koppal,Mechanic,0,Opportunistic crime,31
Forum Nayar,Ekiya,45,Female,"H.No. 039, Pandey Street",Hubballi-Dharwad,Mechanic,1,Opportunistic crime,26
Priya Sachdev,,23,Male,"90, Hayre Marg",Mysuru,Contractor,0,Opportunistic crime,48
Manbir Mallick,,50,Male,"42/26, Madan",Raichur,Laborer,0,Opportunistic crime,28
Madhav Shanker,Advay,53,Male,"99, Date Zila",Shivamogga,Driver,0,Opportunistic crime,1
Sarthak Naik,,46,Male,"374, Bir Nagar",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,12
Dakshesh Chad,,47,Male,"19/72, Sagar Ganj",Udupi,Contractor,1,Opportunistic crime,0
Xiti Malhotra,,21,Male,"72/142, Bhalla Marg",Mandya,Mechanic,0,Opportunistic crime,25
Theodore Lal,,33,Male,"45/85, Prashad Street",Koppal,Unemployed,0,Opportunistic crime,29
Nitesh Ram,Mugdha,52,Male,"08, Loyal Nagar",Bengaluru Urban,Driver,0,Opportunistic crime,32
Darpan Lad,,54,Female,"H.No. 533, Zacharia Chowk",Bidar,Mechanic,0,Opportunistic crime,30
Siddharth Bhagat,,44,Male,"375, Hans Nagar",Bidar,Delivery Boy,1,Opportunistic crime,43
Balveer Basu,,45,Male,"17, Khosla Ganj",Kalaburagi,Contractor,0,Opportunistic crime,6
Ranbir Vig,,26,Male,"66/729, Singhal Zila",Udupi,Vendor,0,Opportunistic crime,17
Aayush Sarna,,22,Male,"13/664, Gulati Nagar",Kolar,Vendor,0,Opportunistic crime,2
Tanmayi Sarin,Deepa,53,Male,"66/35, Kunda Marg",Tumakuru,Contractor,0,Opportunistic crime,6
Guneet Vaidya,,29,Female,"H.No. 630, Reddy Chowk",Vijayapura,Delivery Boy,0,Opportunistic crime,17
Diya Dua,,40,Male,"59, Gaba Chowk",Shivamogga,Unemployed,1,Opportunistic crime,41
Oscar Keer,,35,Male,"21, Choudhary Nagar",Mandya,Delivery Boy,1,Opportunistic crime,44
Qarin Dube,,19,Male,"H.No. 21, Lad Road",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,49
Mitesh Madan,,24,Female,"H.No. 20, Pall Path",Mysuru,Delivery Boy,0,Opportunistic crime,12
Lavanya Sastry,Ati,22,Male,"H.No. 016, Narayan Road",Belagavi,Driver,0,Opportunistic crime,22
Radha Rai,,23,Male,"H.No. 83, Master Zila",Kolar,Vendor,0,Opportunistic crime,10
Peter Hora,,44,Male,"H.No. 109, Ratti Ganj",Kolar,Unemployed,0,Opportunistic crime,42
Samarth Aurora,,22,Male,"69, Seth Zila",Kolar,Unemployed,2,Opportunistic crime,19
Chaman Karnik,,48,Female,"H.No. 69, Bansal Nagar",Udupi,Unemployed,0,Opportunistic crime,30
Praneel Wason,,19,Male,"84/719, Gour Road",Bidar,Delivery Boy,0,Opportunistic crime,32
Gayathri Rege,,36,Female,"64/51, Banerjee Circle",Kolar,Contractor,0,Opportunistic crime,39
Abdul Kurian,,35,Female,"800, Oak Street",Hassan,Contractor,1,Opportunistic crime,32
Gavin Rai,,34,Female,"H.No. 371, Hari Nagar",Tumakuru,Unemployed,2,Opportunistic crime,20
Balendra Chaudhari,Ishita,35,Male,"25/403, Dixit Street",Kalaburagi,Vendor,1,Opportunistic crime,20
Naveen Verma,,38,Female,"28/73, Shan Circle",Bengaluru Urban,Mechanic,0,Opportunistic crime,49
Kevin Madan,,20,Female,"50/257, Rajagopalan Road",Kolar,Driver,0,Opportunistic crime,20
Krish Chadha,,21,Male,"71/07, Bajaj Path",Ballari,Contractor,0,Opportunistic crime,22
Manbir Loke,,55,Male,"69/333, Wagle Ganj",Shivamogga,Mechanic,0,Opportunistic crime,26
Upasna Bora,,26,Male,"H.No. 09, Nayak Path",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,35
Vihaan Khalsa,Isaac,37,Male,"77/993, Sahni Circle",Udupi,Delivery Boy,0,Opportunistic crime,40
Mitesh Goyal,,30,Female,"29/33, Chander Nagar",Mysuru,Contractor,1,Opportunistic crime,0
Balveer Jhaveri,,36,Female,"H.No. 17, Wagle Zila",Hassan,Contractor,0,Opportunistic crime,28
Mason Ravel,,55,Female,"45/97, Agrawal",Ballari,Contractor,0,Opportunistic crime,30
Mitesh Rajagopal,,38,Male,"28/42, Malhotra Zila",Kalaburagi,Laborer,0,Opportunistic crime,47
Chakrika Som,,35,Female,"06, Keer Nagar",Mysuru,Driver,0,Opportunistic crime,9
Ekansh Andra,,44,Male,"H.No. 88, Murty",Vijayapura,Delivery Boy,0,Opportunistic crime,24
Xalak Rajan,,35,Male,"H.No. 33, Gara Zila",Davangere,Laborer,0,Opportunistic crime,42
Riya Jhaveri,,48,Male,"78/776, Sani Road",Raichur,Laborer,0,Opportunistic crime,42
Vincent Dhaliwal,,48,Male,"H.No. 029, Sangha Marg",Belagavi,Driver,0,Opportunistic crime,44
Yatan Lal,Yash,46,Female,"895, Kumar Path",Tumakuru,Delivery Boy,0,Opportunistic crime,13
Jairaj Warrior,,46,Female,"H.No. 64, Tailor Chowk",Mandya,Delivery Boy,0,Opportunistic crime,44
Zehaan Iyer,,52,Male,"35/600, Choudhry Circle",Mysuru,Unemployed,0,Opportunistic crime,5
Madhav Datta,,18,Male,"90/033, Sampath Circle",Bidar,Driver,2,Opportunistic crime,17
Jeet Bajwa,,48,Male,"H.No. 38, Sura",Kolar,Delivery Boy,0,Opportunistic crime,18
Onveer Bhatnagar,,35,Male,"910, Parikh",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,45
Dominic Johal,,18,Male,"H.No. 867, Saini Street",Davangere,Contractor,0,Opportunistic crime,15
Bachittar Wali,Gaurang,42,Male,"20, Manne Circle",Koppal,Mechanic,0,Opportunistic crime,5
Aachal Wadhwa,,53,Female,"H.No. 83, Wali Nagar",Bengaluru Urban,Unemployed,0,Opportunistic crime,8
Dhruv Palan,,29,Female,"167, Srivastava Path",Bidar,Driver,0,Opportunistic crime,4
Wriddhish Toor,Bishakha,19,Male,"H.No. 389, Chokshi Road",Belagavi,Laborer,0,Opportunistic crime,15
Aadi Khalsa,,50,Male,"701, Mistry Zila",Belagavi,Vendor,1,Opportunistic crime,25
Ethan Chowdhury,,50,Male,"733, Gala Marg",Kalaburagi,Driver,0,Opportunistic crime,43
Nathan Deep,,44,Male,"H.No. 19, Saha Path",Mysuru,Delivery Boy,0,Opportunistic crime,7
Arjun Garg,,21,Female,"H.No. 929, Chokshi",Raichur,Laborer,1,Opportunistic crime,38
Hitesh Shukla,Yutika,49,Male,"273, Joshi Road",Kalaburagi,Unemployed,0,Opportunistic crime,8
Indali Jain,Oni,26,Female,"H.No. 77, Sahota Chowk",Mandya,Laborer,0,Opportunistic crime,8
Manan Lal,,42,Male,"15/776, Parmar Chowk",Mysuru,Vendor,0,Opportunistic crime,34
Chatresh Kata,,21,Male,"H.No. 69, Bhavsar Road",Mandya,Vendor,0,Opportunistic crime,3
Lekha Bahri,,36,Male,"94/85, Chhabra Zila",Bengaluru Rural,Contractor,0,Opportunistic crime,48
Maanav Arya,,18,Male,"090, Dhawan Circle",Kalaburagi,Laborer,0,Opportunistic crime,5
Faqid Comar,,37,Male,"H.No. 643, Bakshi Street",Mandya,Vendor,0,Opportunistic crime,33
Bahadurjit Padmanabhan,,52,Male,"44, Verma Ganj",Hassan,Laborer,0,Opportunistic crime,17
Gaurika Sehgal,,52,Male,"006, Guha Road",Hubballi-Dharwad,Contractor,0,Opportunistic crime,27
Faraj Sodhi,,20,Male,"059, Sawhney Circle",Udupi,Contractor,0,Opportunistic crime,10
Yatin Sidhu,,50,Male,"H.No. 25, Shankar Zila",Davangere,Delivery Boy,0,Opportunistic crime,6
Finn Ravi,,23,Male,"80, Madan Chowk",Kalaburagi,Contractor,0,Opportunistic crime,6
Ekalinga Muni,,35,Female,"30/094, Garde Chowk",Udupi,Contractor,0,Opportunistic crime,18
Forum Bawa,,28,Male,"43/69, Dewan Nagar",Kalaburagi,Delivery Boy,0,Opportunistic crime,33
Fiyaz Wali,Ikbal,36,Male,"04/324, Ratta Chowk",Ballari,Driver,0,Opportunistic crime,22
Bhavya Pai,,23,Male,"H.No. 077, Pai Zila",Udupi,Laborer,0,Opportunistic crime,7
Guneet Sehgal,,33,Female,"93/93, Mannan Street",Davangere,Unemployed,0,Opportunistic crime,46
Lucky Datta,Mugdha,48,Male,"68/320, Dora Zila",Shivamogga,Unemployed,0,Opportunistic crime,21
Abhimanyu Lala,Dayamai,31,Male,"H.No. 774, Munshi Marg",Shivamogga,Delivery Boy,0,Opportunistic crime,14
Kashvi Gola,Tamanna,41,Male,"614, Kannan Nagar",Bengaluru Rural,Laborer,1,Opportunistic crime,23
Fariq Dhawan,Shivani,51,Female,"H.No. 327, Sem",Shivamogga,Vendor,0,Opportunistic crime,44
Warinder Biswas,,45,Male,"H.No. 437, Bahl Zila",Bengaluru Rural,Vendor,0,Opportunistic crime,18
Isaiah Jani,,55,Male,"069, Chad Ganj",Hassan,Unemployed,0,Opportunistic crime,32
Laksh Choudhry,,51,Male,"H.No. 13, Rastogi Road",Ballari,Unemployed,0,Opportunistic crime,31
Rajeshri Bhalla,,54,Male,"50/95, Chandran Zila",Bidar,Delivery Boy,0,Opportunistic crime,14
Pranav Devan,,40,Female,"H.No. 134, Varty Zila",Bidar,Contractor,0,Opportunistic crime,37
Ekta Khatri,Eiravati,33,Male,"357, Apte",Mysuru,Laborer,0,Opportunistic crime,28
Pranit Ganesh,,25,Female,"892, Trivedi Marg",Bengaluru Urban,Vendor,0,Opportunistic crime,19
Chanakya Deshmukh,,43,Male,"H.No. 87, Patil Road",Hubballi-Dharwad,Vendor,0,Opportunistic crime,43
George Baria,,45,Male,"55/511, Bhakta Circle",Kolar,Unemployed,0,Opportunistic crime,4
Parth Khurana,,53,Male,"35, Acharya Path",Belagavi,Delivery Boy,0,Opportunistic crime,11
George Minhas,,24,Female,"H.No. 390, Venkatesh Road",Davangere,Unemployed,0,Opportunistic crime,47
Anmol Ganguly,,22,Female,"67/716, Kade Road",Hubballi-Dharwad,Laborer,0,Opportunistic crime,37
Tejas Rout,Ubika,41,Female,"508, Nadig Ganj",Mandya,Delivery Boy,1,Opportunistic crime,12
Kai Chacko,,37,Female,"58, Rao Chowk",Bengaluru Urban,Contractor,0,Opportunistic crime,43
Megha Bhat,,40,Male,"69, Dhar Zila",Kalaburagi,Mechanic,0,Opportunistic crime,49
Vansha Dhingra,,55,Male,"15, Muni Marg",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,38
Rishi Sodhi,,30,Male,"72/916, Dua Marg",Koppal,Vendor,0,Opportunistic crime,19
Chameli Wason,,26,Male,"H.No. 61, Hegde Nagar",Tumakuru,Laborer,0,Opportunistic crime,48
Arya Kalla,,47,Female,"34/23, Sha Ganj",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,2
Aarav Sule,,50,Male,"24/28, Gala Path",Belagavi,Mechanic,0,Opportunistic crime,50
Zaid Atwal,,44,Female,"790, Randhawa Circle",Vijayapura,Mechanic,0,Opportunistic crime,42
Watika Nayar,,28,Male,"H.No. 894, Baria Path",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,33
Qasim Ratta,,32,Male,"501, Aurora Zila",Raichur,Vendor,0,Opportunistic crime,42
Tristan Nagarajan,,53,Male,"H.No. 49, Bhattacharyya Ganj",Vijayapura,Contractor,0,Opportunistic crime,50
Ria Hayer,,51,Male,"H.No. 846, Sahni Nagar",Kolar,Laborer,1,Opportunistic crime,22
Henry Gala,Xiti,24,Male,"828, Bhargava Circle",Raichur,Unemployed,0,Opportunistic crime,29
Kiaan Balasubramanian,Ekiya,39,Male,"935, Pandit Path",Shivamogga,Mechanic,0,Opportunistic crime,21
Ekapad Trivedi,Ria,32,Female,"H.No. 128, Naidu Chowk",Vijayapura,Mechanic,0,Opportunistic crime,46
Chandran Krishnamurthy,Anmol,46,Male,"88/204, Baral Circle",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,44
Nakul Vyas,,31,Female,"33/509, Oza Street",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,9
Falguni Kulkarni,Dayita,20,Male,"34/364, Devan Chowk",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,46
Gaurangi Dugal,,26,Male,"H.No. 88, Lal Marg",Udupi,Contractor,0,Opportunistic crime,41
Wriddhish Mittal,,35,Male,"H.No. 31, Chandra Zila",Hassan,Mechanic,0,Opportunistic crime,30
Ojasvi Rajagopal,,40,Female,"39/181, Baral Ganj",Mysuru,Contractor,0,Opportunistic crime,23
Chatresh Mand,Oliver,24,Female,"86, Saha Zila",Koppal,Driver,0,Opportunistic crime,28
Yashica Balasubramanian,,20,Female,"10/07, Rattan Street",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,40
Theodore Konda,,55,Male,"19/187, Datta",Bengaluru Urban,Contractor,0,Opportunistic crime,16
Akshay Divan,Yoshita,42,Male,"H.No. 289, Devi Ganj",Koppal,Delivery Boy,1,Opportunistic crime,34
Logan Minhas,Vrishti,36,Male,"14/86, Aurora Marg",Udupi,Driver,0,Opportunistic crime,8
Hritik Bansal,,18,Male,"24/830, Lad Path",Shivamogga,Vendor,0,Opportunistic crime,21
Wridesh Dey,,21,Male,"255, Sachar Street",Raichur,Unemployed,0,Opportunistic crime,28
