fir_case_number,victim_full_name
KAR/VIJ/2024/2419,Vasana Sagar
KAR/BEN/2024/2420,Amruta Srinivasan
KAR/BEN/2024/2421,Matthew Saran
KAR/BEN/2024/2422,Radha Wason
KAR/MAN/2024/2423,Vrishti Palla
KAR/BEN/2024/2424,Pranit Pandey
KAR/BID/2024/2425,Lakshmi Raj
KAR/KOL/2024/2426,Tanmayi Dutta
KAR/BAL/2024/2427,Yuvraj Saran
KAR/MAN/2024/2428,Guneet Sridhar
KAR/BEN/2024/2429,Falguni Virk
KAR/BEN/2024/2430,Aryan Grewal
KAR/BEN/2024/2431,Jagvi Rai
KAR/HAS/2024/2432,Aarini Chakraborty
KAR/BEN/2024/2433,Vyanjana Grewal
KAR/BAL/2024/2434,Arin Mangal
KAR/BEN/2024/2435,Bina Tella
KAR/MYS/2024/2436,Lila Shenoy
KAR/BEN/2024/2437,Madhav Arya
KAR/SHI/2024/2438,Harrison Dyal
KAR/RAI/2024/2439,Vedant Sabharwal
KAR/DAV/2024/2440,Sarthak Raval
KAR/TUM/2024/2441,Maanav Lall
KAR/BEN/2024/2442,Dalaja Varma
KAR/BEN/2024/2443,Chandran Mander
KAR/BEN/2024/2444,Keya Barman
KAR/BEN/2024/2445,Warda Kapur
KAR/SHI/2024/2446,Prisha Cheema
KAR/MYS/2024/2447,Lakshit Nori
KAR/BEN/2024/2448,Omya Madan
KAR/BEN/2024/2449,Arjun Sengupta
KAR/HAS/2024/2450,Aarnav Kant
KAR/DAV/2024/2451,Hemangini Bhandari
KAR/BEN/2024/2452,Lakshmi Bala
KAR/BID/2024/2453,Nathan Jha
KAR/UDU/2024/2454,Manya Deep
KAR/HUB/2024/2455,Anjali Mukhopadhyay
KAR/SHI/2024/2456,Aarna Krishna
KAR/VIJ/2024/2457,Xavier Bal
KAR/HAS/2024/2458,Elijah Saini
KAR/BAL/2024/2459,Shivansh Deshpande
KAR/MAN/2024/2460,Amaira Loke
KAR/VIJ/2024/2461,Ekanta Jain
KAR/BEN/2024/2462,Karan Nazareth
KAR/KAL/2024/2463,Aarush Issac
KAR/KOP/2024/2464,Manya Edwin
KAR/DAV/2024/2465,Tejas Chaudhry
KAR/BEN/2024/2466,Girindra Dave
KAR/TUM/2024/2467,Zehaan Nigam
KAR/TUM/2024/2468,Ijaya Chandran
KAR/RAI/2024/2469,Rachana Viswanathan
KAR/MAN/2024/2470,Ikbal Kaur
KAR/BEL/2024/2471,David Dubey
KAR/BEN/2024/2472,Caleb Babu
KAR/BEN/2024/2473,Parth Sharma
KAR/BEN/2024/2474,Hitesh Bala
KAR/MAN/2024/2475,Lakshit Dubey
KAR/MYS/2024/2476,Liam Korpal
KAR/BEN/2024/2477,Teerth Arya
KAR/BEN/2024/2478,Abhiram Varughese
KAR/BEN/2024/2479,Netra Arya
KAR/BEN/2024/2480,Jagrati Rao
KAR/BEN/2024/2481,Michael Suri
KAR/BEN/2024/2482,Gunbir Chawla
KAR/HAS/2024/2483,Gayathri Bava
KAR/SHI/2024/2484,Luke Dugar
KAR/BAL/2024/2485,Ishwar Nazareth
KAR/BEN/2024/2486,Yashoda Varma
KAR/KOL/2024/2487,Faraj Bose
KAR/HUB/2024/2488,Saksham Chand
KAR/BEN/2024/2489,Bhavna Ghose
KAR/UDU/2024/2490,Leela Rastogi
KAR/MAN/2024/2491,Yashodhara Prasad
KAR/KOL/2024/2492,Praneel Dass
KAR/RAI/2024/2493,Bhavika Nagar
KAR/RAI/2024/2494,Kala Som
KAR/VIJ/2024/2495,Ishwar Rama
KAR/VIJ/2024/2496,Chanakya Kunda
KAR/BEL/2024/2497,Ojasvi Magar
KAR/UDU/2024/2498,Geetika Wason
KAR/BEN/2024/2499,Pallavi Khalsa
KAR/BEN/2024/2500,Liam Ghose
